name,Full Name,EIC_Code,TSO,Maximum Current Imax (A) primary Min,Maximum Current Imax (A) primary Max,Maximum Current Imax (A) primary Fixed,Voltage_level(kV) Primary,Voltage_level(kV) Secondary,r,x,b,g,Taps used for RAO,Theta θ (°),Symmetrical/Asymmetrical,Phase Regulation δu (%),Angle Regulation δu (%),Comment,geometry,bus0,s_nom,bus1
376,TR 400/225kV 763 VIELMOULIN,17T000000015850O,RTE,839.0,912.0,,400.0,225.0,0.0013706140350877192,0.19024122807017546,,,,,,,,,POINT (4.687244564902656 47.326143973596885),179260933,364.8,179260933T
275,TR 400/225kV 761 MANDARINS,17T000000014305H,RTE,847.0,921.0,,400.0,225.0,0.0009500542888165038,0.1981541802388708,,,,,,,,,POINT (1.7843974624570051 50.903313258925145),85196424,368.4,85196424T
276,TR 400/225kV 763 MANDARINS,17T000000014306F,RTE,847.0,921.0,,400.0,225.0,0.0009500542888165038,0.19543973941368079,,,,,,,,,POINT (1.7843974624570051 50.903313258925145),85196424,368.4,85196424T
177,TR 400/225kV 761 BEAUMONT-MONTEUX,17T0000000145237,RTE,1659.0,1803.0,,400.0,225.0,0.00031891292290626733,0.06281198003327786,,,,,,,,,POINT (4.9279697619892 45.01921084476488),84603564,721.2,84603564T
178,TR 400/225kV 762 BEAUMONT-MONTEUX,17T0000000145245,RTE,1659.0,1803.0,,400.0,225.0,0.00034664448141985576,0.06295063782584581,,,,,,,,,POINT (4.9279697619892 45.01921084476488),84603564,721.2,84603564T
175,TR 400/225kV 761 BROC-CARROS (LE),17T000000014510G,RTE,1659.0,1803.0,,400.0,225.0,0.00013865779256794233,0.05865224625623959,,,,,,,,,POINT (7.191599545888107 43.80309836528222),90842395,721.2,90842395T
176,TR 400/225kV 762 BROC-CARROS (LE),17T000000014511E,RTE,1659.0,1803.0,,400.0,225.0,0.00036051026067665,0.06308929561841375,,,,,,,,,POINT (7.191599545888107 43.80309836528222),90842395,721.2,90842395T
302,TR 400/225kV 761 MARQUIS (LE),17T0000000152535,RTE,845.0,884.0,,400.0,225.0,0.0015554298642533938,0.2067307692307692,,,,,,,,,POINT (-0.5512377637498569 45.01043482790016),105840884,353.6,105840884T
303,TR 400/225kV 762 MARQUIS (LE),17T0000000152543,RTE,1659.0,1803.0,,400.0,225.0,0.0007348863006100942,0.10122018857459789,,,,,,,,,POINT (-0.5512377637498569 45.01043482790016),105840884,721.2,105840884T
304,TR 400/225kV 763 MARQUIS (LE),17T0000000152551,RTE,845.0,884.0,,400.0,225.0,0.0011595022624434387,0.1773190045248869,,,,,,,,,POINT (-0.5512377637498569 45.01043482790016),105840884,353.6,105840884T
305,TR 400/225kV 764 MARQUIS (LE),17T000000016283S,RTE,1659.0,1803.0,,400.0,225.0,0.0001372712146422629,0.05561564059900166,,,,,,,,,POINT (-0.5512377637498569 45.01043482790016),105840884,721.2,105840884T
191,TR 400/225kV 761 BOUTRE,17T000000014581U,RTE,1659.0,1803.0,,400.0,225.0,0.00011092623405435385,0.05865224625623959,,,,,,,,,POINT (5.83230924946302 43.69090243594689),100087916,721.2,100087916T
192,TR 400/225kV 762 BOUTRE,17T000000014582S,RTE,1620.0,1800.0,,400.0,225.0,0.000125,0.059166666666666666,,,,,,,,,POINT (5.83230924946302 43.69090243594689),100087916,720.0,100087916T
289,TR 400/225kV 761 MEZEROLLES,17T000000014322H,RTE,1659.0,1803.0,,400.0,225.0,0.00037437603993344424,0.06295063782584581,,,,,,,,,POINT (1.741466529809091 48.93301538081492),89034196,721.2,89034196T
290,TR 400/225kV 762 MEZEROLLES,17T000000014323F,RTE,847.0,921.0,,400.0,225.0,0.001465798045602606,0.18892508143322476,,,,,,,,,POINT (1.741466529809091 48.93301538081492),89034196,368.4,89034196T
291,TR 400/225kV 763 MEZEROLLES,17T000000014324D,RTE,1659.0,1803.0,,400.0,225.0,0.00019412090959511924,0.05879090404880754,,,,,,,,,POINT (1.741466529809091 48.93301538081492),89034196,721.2,89034196T
292,TR 400/225kV 764 MEZEROLLES,17T000000014325B,RTE,1659.0,1803.0,,400.0,225.0,0.0003882418191902385,0.06308929561841375,,,,,,,,,POINT (1.741466529809091 48.93301538081492),89034196,721.2,89034196T
282,TR 400/225kV 761 MARTYRE (LA),17T0000000151911,RTE,1659.0,1803.0,,400.0,225.0,0.0003882418191902385,0.06378258458125347,,,,,,,,,POINT (-4.193367303658039 48.44395782659024),146695955,721.2,146695955T
283,TR 400/225kV 762 MARTYRE (LA),17T000000015193Y,RTE,1659.0,1803.0,,400.0,225.0,0.00037437603993344424,0.06350526899611757,,,,,,,,,POINT (-4.193367303658039 48.44395782659024),146695955,721.2,146695955T
239,TR 400/225kV 761 EGUZON,17T000000014738N,RTE,1659.0,1803.0,,400.0,225.0,0.00037437603993344424,0.06211869107043815,,,,,,,,,POINT (1.620889662804567 46.45818701298623),105783300,721.2,105783300T
240,TR 400/225kV 762 EGUZON,17T000000014739L,RTE,847.0,921.0,,400.0,225.0,0.0006786102062975028,0.18539630836047774,,,,,,,,,POINT (1.620889662804567 46.45818701298623),105783300,368.4,105783300T
196,TR 400/225kV 761 CANTEGRIT,17T-FR-000000422,RTE,1659.0,1803.0,,400.0,225.0,0.00012479201331114806,0.05892956184137548,,,,,,,,,POINT (-0.8874731635478703 44.01307996889373),111458307,721.2,111458307T
197,TR 400/225kV 762 CANTEGRIT,17T-FR-000000430,RTE,1659.0,1803.0,,400.0,225.0,8.319467554076538e-05,0.05920687742651137,,,,,,,,,POINT (-0.8874731635478703 44.01307996889373),111458307,721.2,111458307T
372,TR 400/225kV 762 VESLE,17T0000000144443,RTE,1659.0,1803.0,,400.0,225.0,0.0002218524681087077,0.05948419301164725,,,,,,,,,POINT (4.240553176727981 49.20151866320356),82805188,721.2,82805188T
373,TR 400/225kV 763 VESLE,17T0000000144451,RTE,1659.0,1803.0,,400.0,225.0,0.00019412090959511924,0.06003882418191902,,,,,,,,,POINT (4.240553176727981 49.20151866320356),82805188,721.2,82805188T
269,TR 400/225kV 761 LIMEUX,17T000000016165Y,RTE,1659.0,1803.0,,400.0,225.0,0.00016638935108153076,0.054769828064337216,,,,,,,,,POINT (1.8284427499373328 50.01096244619189),580568888,721.2,580568888T
367,TR 400/225kV 762 VAUPALIERE (LA),17T0000000144419,RTE,1659.0,1803.0,,400.0,225.0,0.0004437049362174154,0.06267332224070993,,,,,,,,,POINT (1.0100612505540805 49.48313439694984),85827398,721.2,85827398T
368,TR 400/225kV 763 VAUPALIERE (LA),17T0000000144427,RTE,1659.0,1803.0,,400.0,225.0,0.0004437049362174154,0.06253466444814199,,,,,,,,,POINT (1.0100612505540805 49.48313439694984),85827398,721.2,85827398T
369,TR 400/225kV 764 VAUPALIERE (LA),17T0000000144435,RTE,1659.0,1803.0,,400.0,225.0,0.00016638935108153076,0.0593455352190793,,,,,,,,,POINT (1.0100612505540805 49.48313439694984),85827398,721.2,85827398T
230,TR 400/225kV 760 DISTRE,17T0000000147132,RTE,1659.0,1803.0,,400.0,225.0,6.932889628397117e-05,0.05892956184137548,,,,,,,,,POINT (-0.1143216931660412 47.207930982553314),99722046,721.2,99722046T
231,TR 400/225kV 762 DISTRE,17T000000014715Z,RTE,840.0,913.0,,400.0,225.0,0.0015607886089813799,0.19934282584884994,,,,,,,,,POINT (-0.1143216931660412 47.207930982553314),99722046,365.2,99722046T
232,TR 400/225kV 765 DISTRE,17T000000014716X,RTE,849.0,923.0,,400.0,225.0,0.00040628385698808235,0.20260021668472372,,,,,,,,,POINT (-0.1143216931660412 47.207930982553314),99722046,369.2,99722046T
233,TR 400/225kV 766 DISTRE,17T000000014717V,RTE,1659.0,1803.0,,400.0,225.0,4.159733777038269e-05,0.05879090404880754,,,,,,,,,POINT (-0.1143216931660412 47.207930982553314),99722046,721.2,99722046T
236,TR 400/225kV 762 DONZAC,17T000000014727S,RTE,1659.0,1803.0,,400.0,225.0,0.000180255130338325,0.05851358846367166,,,,,,,,,POINT (0.8228435543876993 44.1026278677066),105913465,721.2,105913465T
266,TR 400/225kV 763 LAUNAY,17T000000014295V,RTE,845.0,918.0,,400.0,225.0,0.0018518518518518521,0.1917211328976035,,,,,,,,,POINT (-1.2603461102393592 48.56372878938411),85877326,367.2,85877326T
242,TR 400/225kV 761 FRASNE,17T000000014141L,RTE,830.0,902.0,,400.0,225.0,1.1086474501108647e-05,0.20579268292682926,,,,,,,,,POINT (6.163036729368158 46.87190152579085),159167277,360.8,159167277T
263,TR 400/225kV 761 LATENA,17T000000014287U,RTE,1659.0,1803.0,,400.0,225.0,0.00036051026067665,0.06308929561841375,,,,,,,,,POINT (2.938161109773351 49.65763875296653),85273680,721.2,85273680T
264,TR 400/225kV 762 LATENA,17T000000014288S,RTE,1659.0,1803.0,,400.0,225.0,0.00037437603993344424,0.062396006655574036,,,,,,,,,POINT (2.938161109773351 49.65763875296653),85273680,721.2,85273680T
265,TR 400/225kV 763 LATENA,17T000000014289Q,RTE,1659.0,1803.0,,400.0,225.0,0.00037437603993344424,0.06295063782584581,,,,,,,,,POINT (2.938161109773351 49.65763875296653),85273680,721.2,85273680T
216,TR 400/225kV 761 CORDEMAIS-POSTE,17T000000014652X,RTE,1659.0,1803.0,,400.0,225.0,0.00040210759844703267,0.06350526899611757,,,,,,,,,POINT (-1.8704371826262487 47.286145689086325),112342683,721.2,112342683T
217,TR 400/225kV 763 CORDEMAIS-POSTE,17T000000014653V,RTE,1659.0,1803.0,,400.0,225.0,9.706045479755962e-05,0.05879090404880754,,,,,,,,,POINT (-1.8704371826262487 47.286145689086325),112342683,721.2,112342683T
218,TR 400/225kV 765 CORDEMAIS-POSTE,17T000000014654T,RTE,847.0,921.0,,400.0,225.0,0.0019001085776330076,0.1910966340933768,,,,,,,,,POINT (-1.8704371826262487 47.286145689086325),112342683,368.4,112342683T
219,TR 400/225kV 769 CORDEMAIS-POSTE,17T000000014655R,RTE,847.0,921.0,,400.0,225.0,0.0011672095548317047,0.1710097719869707,,,,,,,,,POINT (-1.8704371826262487 47.286145689086325),112342683,368.4,112342683T
350,TR 400/225kV 761 TAMAREAU,17T000000015737K,RTE,1659.0,1803.0,,400.0,225.0,0.00034664448141985576,0.062396006655574036,,,,,,,,,POINT (3.7161638078665895 43.63265775919642),26376870,721.2,26376870T
351,TR 400/225kV 762 TAMAREAU,17T000000015738I,RTE,1659.0,1803.0,,400.0,225.0,0.000180255130338325,0.05879090404880754,,,,,,,,,POINT (3.7161638078665895 43.63265775919642),26376870,721.2,26376870T
352,TR 400/225kV 763 TAMAREAU,17T000000015739G,RTE,1659.0,1803.0,,400.0,225.0,2.7731558513588462e-05,0.05892956184137548,,,,,,,,,POINT (3.7161638078665895 43.63265775919642),26376870,721.2,26376870T
206,TR 400/225kV 761 CHAINGY,17T000000014617Z,RTE,1655.0,1800.0,,400.0,225.0,0.00031944444444444446,0.06277777777777778,,,,,,,,,POINT (1.8033191687367285 47.87560254679453),34198056,720.0,34198056T
207,TR 400/225kV 762 CHAINGY,17T000000014618X,RTE,1655.0,1800.0,,400.0,225.0,0.00034722222222222224,0.06208333333333334,,,,,,,,,POINT (1.8033191687367285 47.87560254679453),34198056,720.0,34198056T
324,TR 400/225kV 761 REMISE,17T000000014138A,RTE,829.0,901.0,,400.0,225.0,-9.988901220865705e-05,0.2028301886792453,,,,,,,,,POINT (1.930209965933576 49.28793447180031),85821243,360.4,85821243T
237,TR 400/225kV 761 ECHALAS,17T000000014734V,RTE,1659.0,1803.0,,400.0,225.0,0.00037437603993344424,0.06336661120354964,,,,,,,,,POINT (4.719314874723939 45.5428425356864),84476231,721.2,84476231T
238,TR 400/225kV 762 ECHALAS,17T000000014735T,RTE,1659.0,1803.0,,400.0,225.0,9.706045479755962e-05,0.05892956184137548,,,,,,,,,POINT (4.719314874723939 45.5428425356864),84476231,721.2,84476231T
174,TR 400/225kV 761 AVOINE (POSTE 400 KV),17T0000000145075,RTE,840.0,913.0,,400.0,225.0,0.0013964950711938665,0.1900328587075575,,,,,,,,,POINT (0.1634846272013889 47.22425638733642),117446401,365.2,117446401T
213,TR 400/225kV 761 CIROLLIERS,17T000000014215I,RTE,1659.0,1803.0,,400.0,225.0,0.0004437049362174154,0.06336661120354964,,,,,,,,,POINT (2.3200435726496216 48.55143580447808),24849819,721.2,24849819T
214,TR 400/225kV 762 CIROLLIERS,17T000000014216G,RTE,1659.0,1803.0,,400.0,225.0,0.0003882418191902385,0.06350526899611757,,,,,,,,,POINT (2.3200435726496216 48.55143580447808),24849819,721.2,24849819T
215,TR 400/225kV 763 CIROLLIERS,17T000000014217E,RTE,1659.0,1803.0,,400.0,225.0,0.00034664448141985576,0.06350526899611757,,,,,,,,,POINT (2.3200435726496216 48.55143580447808),24849819,721.2,24849819T
T_38,,,RTE,,,,,,9.419743782969105e-05,0.047946495855312736,,,,,,,,Added for coherence. Not in the data.,POINT (-0.6059329950725928 45.67386039950993),105571340,336.38000000000005,105571340T
T_39,,,RTE,,,,,,9.419743782969105e-05,0.047946495855312736,,,,,,,,Added for coherence. Not in the data.,POINT (-0.6059329950725928 45.67386039950993),105571340,336.38000000000005,105571340TT
259,TR 400/225kV 761 JONQUIERES,17T000000014991B,RTE,1659.0,1803.0,,400.0,225.0,0.0003882418191902385,0.06295063782584581,,,,,,,,,POINT (4.583663510508438 43.82899443280962),114018928,721.2,114018928T
260,TR 400/225kV 762 JONQUIERES,17T0000000149929,RTE,1659.0,1803.0,,400.0,225.0,0.00040210759844703267,0.0632279534109817,,,,,,,,,POINT (4.583663510508438 43.82899443280962),114018928,721.2,114018928T
267,TR 400/225kV 761 LESQUIVE,17T0000000150494,RTE,1659.0,1803.0,,400.0,225.0,0.0003882418191902385,0.06295063782584581,,,,,,,,,POINT (1.2733547589847256 43.81667004235339),49510896,721.2,49510896T
268,TR 400/225kV 762 LESQUIVE,17T000000015050J,RTE,1659.0,1803.0,,400.0,225.0,0.0004991680532445922,0.06392124237382141,,,,,,,,,POINT (1.2733547589847256 43.81667004235339),49510896,721.2,49510896T
286,TR 400/225kV 761 MAZURES,17T0000000143196,RTE,847.0,921.0,,400.0,225.0,0.000977198697068404,0.18811074918566775,,,,,,,,,POINT (4.625885667328039 49.90568304637483),82949228,368.4,82949228T
287,TR 400/225kV 762 MAZURES,17T000000014320L,RTE,847.0,921.0,,400.0,225.0,0.001981541802388708,0.18349619978284473,,,,,,,,,POINT (4.625885667328039 49.90568304637483),82949228,368.4,82949228T
288,TR 400/225kV 763 MAZURES,17T000000014321J,RTE,1650.0,1803.0,,400.0,225.0,0.00015252357182473654,0.05851358846367166,,,,,,,,,POINT (4.625885667328039 49.90568304637483),82949228,721.2,82949228T
321,TR 400/225kV 761 REALTOR,17T000000015482R,RTE,1660.0,1805.0,,400.0,225.0,0.00016620498614958447,0.057756232686980616,,,,,,,,,POINT (5.3428286291108575 43.44684792039789),27259817,722.0,27259817T
322,TR 400/225kV 762 REALTOR,17T000000015483P,RTE,1660.0,1805.0,,400.0,225.0,0.00019390581717451525,0.059141274238227154,,,,,,,,,POINT (5.3428286291108575 43.44684792039789),27259817,722.0,27259817T
323,TR 400/225kV 763 REALTOR,17T000000015484N,RTE,1660.0,1805.0,,400.0,225.0,0.00015235457063711913,0.057894736842105256,,,,,,,,,POINT (5.3428286291108575 43.44684792039789),27259817,722.0,27259817T
187,TR 400/225kV 761 BIANCON,17T000000014564U,RTE,1620.0,1803.0,,400.0,225.0,0.0003327787021630615,0.059761508596783135,,,,,,,,,POINT (6.835855694028623 43.595072658284906),121500497,721.2,121500497T
188,TR 400/225kV 762 BIANCON,17T000000014565S,RTE,1620.0,1803.0,,400.0,225.0,0.0003327787021630615,0.059761508596783135,,,,,,,,,POINT (6.835855694028623 43.595072658284906),121500497,721.2,121500497T
249,TR 400/225kV 761 GENISSIAT-POSTE,17T000000014853N,RTE,1659.0,1803.0,,400.0,225.0,4.159733777038269e-05,0.05865224625623959,,,,,,,,,POINT (5.80461320573897 46.055891422281526),83293593,721.2,83293593T
250,TR 400/225kV 762 GENISSIAT-POSTE,17T000000014854L,RTE,1540.0,1803.0,,400.0,225.0,0.00045757071547420963,0.05865224625623959,,,,,,,,,POINT (5.80461320573897 46.055891422281526),83293593,721.2,83293593T
201,TR 400/225kV 761-(769) CERGY,17T000000014198T,RTE,814.0,850.0,,400.0,225.0,0.0017352941176470588,0.20205882352941176,,,,,,,,,POINT (2.059280671924677 49.04898781715818),41722745,340.0,41722745T
202,TR 400/225kV 763 CERGY,17T000000014199R,RTE,1655.0,1800.0,,400.0,225.0,0.0003333333333333333,0.06305555555555556,,,,,,,,,POINT (2.059280671924677 49.04898781715818),41722745,720.0,41722745T
203,TR 400/225kV 764 CERGY,17T000000014200V,RTE,1655.0,1800.0,,400.0,225.0,0.000375,0.06375,,,,,,,,,POINT (2.059280671924677 49.04898781715818),41722745,720.0,41722745T
204,TR 400/225kV 765 CERGY,17T000000014201T,RTE,1600.0,1800.0,,400.0,225.0,0.00036111111111111115,0.06277777777777778,,,,,,,,,POINT (2.059280671924677 49.04898781715818),41722745,720.0,41722745T
205,TR 400/225kV 769 CERGY,17T000000014198T,RTE,850.0,925.0,,400.0,225.0,0.0015405405405405405,0.19675675675675675,,,,,,,,,POINT (2.059280671924677 49.04898781715818),41722745,370.0,41722745T
330,TR 400/225kV 761 RUEYRES,17T0000000155321,RTE,829.0,901.0,,400.0,225.0,0.001109877913429523,0.19200887902330746,,,,,,,,,POINT (2.6891888693379222 44.7792537952762),83726363,360.4,83726363T
331,TR 400/225kV 762 RUEYRES,17T000000015534Y,RTE,840.0,913.0,,400.0,225.0,0.0014238773274917855,0.19605695509309967,,,,,,,,,POINT (2.6891888693379222 44.7792537952762),83726363,365.2,83726363T
284,TR 400/225kV 761 MASTAING,17T000000014314G,RTE,1659.0,1803.0,,400.0,225.0,0.00040210759844703267,0.0632279534109817,,,,,,,,,POINT (3.2907240279785683 50.296463127218175),82967739,721.2,82967739T
285,TR 400/225kV 762 MASTAING,17T000000014315E,RTE,1659.0,1803.0,,400.0,225.0,0.00020798668885191346,0.05892956184137548,,,,,,,,,POINT (3.2907240279785683 50.296463127218175),82967739,721.2,82967739T
222,TR 400/225kV 761 CHAMPAGNIER,17T000000014676J,RTE,1659.0,1803.0,,400.0,225.0,0.00015252357182473654,0.05879090404880754,,,,,,,,,POINT (5.709151367175382 45.10635550659956),69813552,721.2,69813552T
223,TR 400/225kV 762 CHAMPAGNIER,17T000000014677H,RTE,1659.0,1803.0,,400.0,225.0,0.00012479201331114806,0.059068219633943424,,,,,,,,,POINT (5.709151367175382 45.10635550659956),69813552,721.2,69813552T
332,TR 400/225kV 761 RULHAT,17T000000015535W,RTE,847.0,921.0,,400.0,225.0,0.0015743756786102063,0.19218241042345277,,,,,,,,,POINT (3.2703636157177454 45.81346328751168),71933077,368.4,71933077T
333,TR 400/225kV 762 RULHAT,17T000000015536U,RTE,847.0,921.0,,400.0,225.0,0.0016558089033659068,0.18403908794788273,,,,,,,,,POINT (3.2703636157177454 45.81346328751168),71933077,368.4,71933077T
334,TR 400/225kV 763 RULHAT,17T0000000161291,RTE,1659.0,1803.0,,400.0,225.0,0.00014281752634498057,0.0634636716583472,,,,,,,,,POINT (3.2703636157177454 45.81346328751168),71933077,721.2,71933077T
210,TR 400/225kV 761 CHESNOY (LE),17T000000014210S,RTE,1659.0,1803.0,,400.0,225.0,0.00019412090959511924,0.05865224625623959,,,,,,,,,POINT (2.8668011257885 48.38932172009289),79866837,721.2,79866837T
211,TR 400/225kV 762 CHESNOY (LE),17T000000014211Q,RTE,847.0,921.0,,400.0,225.0,0.00021715526601520088,0.11509229098805647,,,,,,,,,POINT (2.8668011257885 48.38932172009289),79866837,368.4,79866837T
212,TR 400/225kV 763 CHESNOY (LE),17T000000016084Y,RTE,1659.0,1803.0,,400.0,225.0,0.0001747088186356073,0.06331114808652245,,,,,,,,,POINT (2.8668011257885 48.38932172009289),79866837,721.2,79866837T
392,TR 400/225kV 761 WARANDE,17T0000000144613,RTE,1659.0,1803.0,,400.0,225.0,0.0003882418191902385,0.06211869107043815,,,,,,,,,POINT (2.1603191558249737 50.94911054822053),85203486,721.2,85203486T
393,TR 400/225kV 762 WARANDE,17T0000000144621,RTE,1659.0,1803.0,,400.0,225.0,0.00036051026067665,0.06267332224070993,,,,,,,,,POINT (2.1603191558249737 50.94911054822053),85203486,721.2,85203486T
394,TR 400/225kV 763 WARANDE,17T000000014464Y,RTE,1659.0,1803.0,,400.0,225.0,0.00045757071547420963,0.06142540210759844,,,,,,,,,POINT (2.1603191558249737 50.94911054822053),85203486,721.2,85203486T
395,TR 400/225kV 764 WARANDE,17T000000014465W,RTE,1659.0,1803.0,,400.0,225.0,0.00027731558513588466,0.062257348863006094,,,,,,,,,POINT (2.1603191558249737 50.94911054822053),85203486,721.2,85203486T
261,TR 400/225kV 761 JUMEAUX (LES),17T0000000149961,RTE,847.0,921.0,,400.0,225.0,0.0002714440825190011,0.19028230184581976,,,,,,,,,POINT (-0.0715083993004723 46.80181624810045),110450456,368.4,110450456T
262,TR 400/225kV 762 JUMEAUX (LES),17T000000014998Y,RTE,847.0,921.0,,400.0,225.0,0.0011943539630836048,0.18811074918566775,,,,,,,,,POINT (-0.0715083993004723 46.80181624810045),110450456,368.4,110450456T
381,TR 400/225kV 761 VILLEJUST,17T000000014449U,RTE,1659.0,1803.0,,400.0,225.0,0.00011092623405435385,0.05879090404880754,,,,,,,,,POINT (2.2302816926420257 48.6762108544624),23287448,721.2,23287448T
382,TR 400/225kV 762 VILLEJUST,17T0000000144508,RTE,1659.0,1803.0,,400.0,225.0,0.00013865779256794233,0.05879090404880754,,,,,,,,,POINT (2.2302816926420257 48.6762108544624),23287448,721.2,23287448T
383,TR 400/225kV 763 VILLEJUST,17T0000000144516,RTE,1659.0,1803.0,,400.0,225.0,0.00040210759844703267,0.06308929561841375,,,,,,,,,POINT (2.2302816926420257 48.6762108544624),23287448,721.2,23287448T
384,TR 400/225kV 764 VILLEJUST,17T0000000144524,RTE,1659.0,1803.0,,400.0,225.0,0.0003327787021630615,0.06295063782584581,,,,,,,,,POINT (2.2302816926420257 48.6762108544624),23287448,721.2,23287448T
385,TR 400/225kV 765 VILLEJUST,17T0000000144532,RTE,1659.0,1803.0,,400.0,225.0,0.0004159733777038269,0.06378258458125347,,,,,,,,,POINT (2.2302816926420257 48.6762108544624),23287448,721.2,23287448T
386,TR 400/225kV 766 VILLEJUST,17T000000016051C,RTE,1659.0,1803.0,,400.0,225.0,0.00013033832501386578,0.05435385468663339,,,,,,,,,POINT (2.2302816926420257 48.6762108544624),23287448,721.2,23287448T
355,TR 400/225kV 761 TERRIER,17T000000014422D,RTE,1655.0,1800.0,,400.0,225.0,2.777777777777778e-05,0.058888888888888886,,,,,,,,,POINT (2.2590062493849303 49.21758053852586),85047359,720.0,85047359T
356,TR 400/225kV 762 TERRIER,17T000000014423B,RTE,1655.0,1800.0,,400.0,225.0,0.00043055555555555555,0.06333333333333334,,,,,,,,,POINT (2.2590062493849303 49.21758053852586),85047359,720.0,85047359T
346,TR 400/225kV 765 ST-ELOI,17T000000015659E,RTE,810.0,847.0,,400.0,225.0,0.0010330578512396692,0.20218417945690673,,,,,,,,,POINT (3.2122389023269755 46.99099999245737),114363583,338.8,114363583T
347,TR 400/225kV 766 ST-ELOI,17T000000015660T,RTE,810.0,847.0,,400.0,225.0,0.0002066115702479339,0.20159386068476975,,,,,,,,,POINT (3.2122389023269755 46.99099999245737),114363583,338.8,114363583T
199,TR 400/225kV 761 CAZARIL,17T0000000146063,RTE,847.0,921.0,,400.0,225.0,0.0011672095548317047,0.1897394136807818,,,,,,,,,POINT (0.5134819011821691 43.17131924861949),110443404,368.4,110443404T
200,TR 400/225kV 762 CAZARIL,17T0000000146071,RTE,810.0,847.0,,400.0,225.0,0.0016233766233766235,0.20336481700118064,,,,,,,,,POINT (0.5134819011821691 43.17131924861949),110443404,338.8,110443404T
300,TR 400/225kV 761 MOULAINE,17T000000015248Z,RTE,1659.0,1803.0,,400.0,225.0,0.0006100942872989462,0.050055463117027174,,,,,,,,,POINT (5.7918773391955 49.48303604963929),225210595,721.2,225210595T
301,TR 400/225kV 762 MOULAINE,17T0000000159657,RTE,1659.0,1803.0,,400.0,225.0,0.00015252357182473654,0.059068219633943424,,,,,,,,,POINT (5.7918773391955 49.48303604963929),225210595,721.2,225210595T
310,TR 400/225kV 761 PLESSIS-GASSOT,17T0000000143439,RTE,1655.0,1800.0,,400.0,225.0,0.00044444444444444447,0.06375,,,,,,,,,POINT (2.432692844072572 49.03408698756378),82741307,720.0,82741307T
311,TR 400/225kV 762 PLESSIS-GASSOT,17T0000000143447,RTE,1655.0,1800.0,,400.0,225.0,0.00011111111111111112,0.05875,,,,,,,,,POINT (2.432692844072572 49.03408698756378),82741307,720.0,82741307T
312,TR 400/225kV 763 PLESSIS-GASSOT,17T0000000143455,RTE,1655.0,1800.0,,400.0,225.0,0.0004027777777777777,0.06277777777777778,,,,,,,,,POINT (2.432692844072572 49.03408698756378),82741307,720.0,82741307T
313,TR 400/225kV 764 PLESSIS-GASSOT,17T0000000143463,RTE,1600.0,1800.0,,400.0,225.0,0.0003888888888888889,0.06194444444444445,,,,,,,,,POINT (2.432692844072572 49.03408698756378),82741307,720.0,82741307T
314,TR 400/225kV 765 PLESSIS-GASSOT,17T0000000143471,RTE,1655.0,1800.0,,400.0,225.0,0.0003888888888888889,0.0626388888888889,,,,,,,,,POINT (2.432692844072572 49.03408698756378),82741307,720.0,82741307T
387,TR 400/225kV 762 VILLEVAUDE,17T000000014457V,RTE,1659.0,1803.0,,400.0,225.0,0.00037437603993344424,0.06350526899611757,,,,,,,,,POINT (2.662217047888657 48.9045628572712),29088787,721.2,29088787T
388,TR 400/225kV 763 VILLEVAUDE,17T000000014458T,RTE,1660.0,1805.0,,400.0,225.0,0.00013850415512465375,0.05886426592797784,,,,,,,,,POINT (2.662217047888657 48.9045628572712),29088787,722.0,29088787T
389,TR 400/225kV 764 VILLEVAUDE,17T000000014459R,RTE,1660.0,1805.0,,400.0,225.0,5.54016620498615e-05,0.058587257617728525,,,,,,,,,POINT (2.662217047888657 48.9045628572712),29088787,722.0,29088787T
390,TR 400/225kV 765  (769) VILLEVAUDE,17T0000000144605,RTE,1695.0,1842.0,,400.0,225.0,0.0003257328990228013,0.09771986970684039,,,,,,,,,POINT (2.662217047888657 48.9045628572712),29088787,736.8,29088787T
391,TR 400/225kV 769 VILLEVAUDE,17T0000000144605,RTE,847.0,921.0,,400.0,225.0,0.0009229098805646038,0.18485342019543974,,,,,,,,,POINT (2.662217047888657 48.9045628572712),29088787,368.4,29088787T
166,TR 400/225kV 761 ARGIA (BAYONNE SUD),17T-FR-00000065R,RTE,1659.0,1803.0,,400.0,225.0,0.00023571824736550194,0.05879090404880754,,,,,,,,,POINT (-1.4301433844912876 43.42139845078238),111558550,721.2,111558550T
198,TR 400/225kV 761 CAPELLE (LA),17T000000016043B,RTE,1445.0,1803.0,,400.0,225.0,0.0001206322795341098,0.0634636716583472,,,,,,,,,POINT (3.935112182325293 49.97365746445144),117975440,721.2,117975440T
220,TR 400/225kV 761 CORNIER,17T000000014663S,RTE,1659.0,1803.0,,400.0,225.0,0.0003882418191902385,0.06308929561841375,,,,,,,,,POINT (6.295157110410735 46.08462831232308),100500802,721.2,100500802T
221,TR 400/225kV 762 CORNIER,17T000000014664Q,RTE,1630.0,1803.0,,400.0,225.0,0.00037437603993344424,0.06336661120354964,,,,,,,,,POINT (6.295157110410735 46.08462831232308),100500802,721.2,100500802T
