line_name,eic_code,tso,substation_1,substation_2,voltage_kv
Neuenhagen - Malchow 520,11TD8L520------P,50HERTZ,Neuenhagen,Malchow,380.0
Neuenhagen - Marzahn 495,11TD8L495------6,50HERTZ,Neuenhagen,Marzahn,380.0
Neuenhagen - Marzahn 496,11TD8L496------Z,50HERTZ,Neuenhagen,Marzahn,380.0
Neuenhagen - Wustermark 294,11TD8L294------Y,50HERTZ,Neuenhagen,Wustermark,220.0
Parchim/Süd - Güstrow 328,11TD8L328------I,50HERTZ,Parchim/Süd,Güstrow,220.0
Parchim/Süd - Wolmirstedt 332-322,11TD8L332-322--6,50HERTZ,Parchim/Süd,Wolmirstedt,220.0
Pasewalk - Bertikow 407,11T0-0000-2035-Q,50HERTZ,Pasewalk,Bertikow,380.0
Pasewalk - Bertikow 408,11T0-0000-2036-N,50HERTZ,Pasewalk,Bertikow,380.0
Pasewalk - Güstrow 315,11TD8L315------E,50HERTZ,Pasewalk,Güstrow,220.0
Pasewalk - Güstrow 316,11TD8L316------6,50HERTZ,Pasewalk,Güstrow,220.0
Perleberg - Stendal/West 516,11TD8L516------N,50HERTZ,Perleberg,Stendal/West,380.0
Preilack - Altdöbern 559,11T0-0000-0948-H,50HERTZ,Preilack,Altdöbern,380.0
Preilack - Streumen 560,11TD8L560------Q,50HERTZ,Preilack,Streumen,380.0
Pulgar - Vieselbach 589,11TD8L589------A,50HERTZ,Pulgar,Vieselbach,380.0
Pulgar - Vieselbach 590,11TD8L590-----0Y,50HERTZ,Pulgar,Vieselbach,380.0
Putlitz/Süd - Perleberg - Putlitz 596,11TD8L596------P,50HERTZ,Putlitz/Süd,Perleberg - Putlitz,380.0
Putlitz/Süd - Stendal/West 515,11TD8L515------V,50HERTZ,Putlitz/Süd,Stendal/West,380.0
Ragow - Förderstedt 532,11TD8L532------0,50HERTZ,Ragow,Förderstedt,380.0
Ragow - Jessen/Nord 502,11TD8L502-----1N,50HERTZ,Ragow,Jessen/Nord,380.0
Ragow - Jessen/Nord 531,11T0-0000-0041-9,50HERTZ,Ragow,Jessen/Nord,380.0
Ragow - Preilack 539,11TD8L539------I,50HERTZ,Ragow,Preilack,380.0
Ragow - Preilack 540,11TD8L540------7,50HERTZ,Ragow,Preilack,380.0
Ragow - Schönewalde 501,11T0-0000-0040-C,50HERTZ,Ragow,Schönewalde,380.0
Ragow - Streumen 561,11T0-0000-0043-3,50HERTZ,Ragow,Streumen,380.0
Ragow - Streumen 562,11TD8L562------A,50HERTZ,Ragow,Streumen,380.0
Röhrsdorf - Remptendorf - Weida 573-575,11T0-0000-2138-C,50HERTZ,Röhrsdorf,Remptendorf,380.0
Röhrsdorf - Remptendorf - Weida 574-576,11T0-0000-2142-Q,50HERTZ,Röhrsdorf,Remptendorf,380.0
Reuter - Charlottenburg 904,11TD8L904------8,50HERTZ,Reuter,Charlottenburg,380.0
Reuter - Mitte 903,11TD8L903------G,50HERTZ,Reuter,Mitte,380.0
Röhrsdorf - Weida 207,11TD8L207------H,50HERTZ,Röhrsdorf,Weida,220.0
Schmölln - Dresden/Süd 555,11TD8L555------W,50HERTZ,Schmölln,Dresden/Süd,380.0
Schmölln - Dresden/Süd 556,11TD8L556------O,50HERTZ,Schmölln,Dresden/Süd,380.0
Schönewalde - Jessen/Nord 503,11TD8L503-----1F,50HERTZ,Schönewalde,Jessen/Nord,380.0
Siedenbrünzow - Güstrow 512,11TD8L512-----1E,50HERTZ,Siedenbrünzow,Güstrow,380.0
Siedenbrünzow - Putlitz/Süd 513,11TD8L513-----16,50HERTZ,Siedenbrünzow,Putlitz/Süd,380.0
Stendal/West - Wolmirstedt 488,11T0-0000-0980-P,50HERTZ,Stendal/West,Wolmirstedt,380.0
Stendal/West - Wolmirstedt 489,11TD8L489------K,50HERTZ,Stendal/West,Wolmirstedt,380.0
Stendal/West - Wolmirstedt 490,11TD8L490------9,50HERTZ,Stendal/West,Wolmirstedt,380.0
Streumen - Eula 585,11TD8L585------5,50HERTZ,Streumen,Eula,380.0
Streumen - Eula 586,11TD8L586------Y,50HERTZ,Streumen,Eula,380.0
Streumen - Röhrsdorf 571,11TD8L571------9,50HERTZ,Streumen,Röhrsdorf,380.0
Streumen - Röhrsdorf 572,11TD8L572------1,50HERTZ,Streumen,Röhrsdorf,380.0
Teufelsbruch - Reuter 907,11TD8L907------L,50HERTZ,Teufelsbruch,Reuter,380.0
Teufelsbruch - Reuter 908,11TD8L908------D,50HERTZ,Teufelsbruch,Reuter,380.0
Thyrow - Ragow 522,11TD8L522------9,50HERTZ,Thyrow,Ragow,380.0
Vierraden - Neuenhagen 483,11T0-0000-0110-J,50HERTZ,Vierraden,Neuenhagen,380.0
Vierraden - Neuenhagen 484,11T0-0000-2031-1,50HERTZ,Vierraden,Neuenhagen,380.0
Vieselbach - Altenfeld 467,11TD8L467------H,50HERTZ,Vieselbach,Altenfeld,380.0
Vieselbach - Altenfeld 468,11TD8L468------9,50HERTZ,Vieselbach,Altenfeld,380.0
Vieselbach - Remptendorf - Großschwabhausen 415,11TD8L415------4,50HERTZ,Vieselbach,Remptendorf - Großschwabhausen,380.0
Vieselbach - Remptendorf 416,11TD8L416------X,50HERTZ,Vieselbach,Remptendorf,380.0
Vieselbach - Wolkramshausen 367,11TD8L367------R,50HERTZ,Vieselbach,Wolkramshausen,220.0
Vieselbach - Wolkramshausen 368,11TD8L368------J,50HERTZ,Vieselbach,Wolkramshausen,220.0
Wessin - Güstrow 424,11TD8L424------3,50HERTZ,Wessin,Güstrow,380.0
Wolmirstedt - Förderstedt 437,11TD8L437------7,50HERTZ,Wolmirstedt,Förderstedt,380.0
Wolmirstedt - Förderstedt 438,11TD8L438-----0Y,50HERTZ,Wolmirstedt,Förderstedt,380.0
Wolmirstedt - Klostermansfeld 536,11TD8L536------5,50HERTZ,Wolmirstedt,Klostermansfeld,380.0
Wolmirstedt - Teufelsbruch 493,11TD8L493------M,50HERTZ,Wolmirstedt,Teufelsbruch,380.0
Wolmirstedt - Wustermark 494,11TD8L494------E,50HERTZ,Wolmirstedt,Wustermark,380.0
Wuhlheide - Thyrow 291,11TD8L291------L,50HERTZ,Wuhlheide,Thyrow,220.0
Wuhlheide (Abzweig) - Thyrow 302/2,11TD8L302------A,50HERTZ,Wuhlheide (Abzweig),Thyrow,220.0
Wustermark - Ragow 521-525,11TD8L521-525--G,50HERTZ,Wustermark,Ragow,380.0
Wustermark - Teufelsbruch 498,11TD8L498------J,50HERTZ,Wustermark,Teufelsbruch,380.0
Wustermark - Thyrow 526,11TD8L526------E,50HERTZ,Wustermark,Thyrow,220.0
Altbach - Muehlhausen ws,11TD400000598-LE,TRANSNETBW,Altbach,Muehlhausen,380.0
Altbach - Wendlingen bl,11TD400000597-LI,TRANSNETBW,Altbach,Wendlingen,380.0
Altlussheim - Daxlanden bl,11TD400000568-LT,TRANSNETBW,Altlussheim,Daxlanden,220.0
Altlussheim - GKM bl,11TD400000580-LE,TRANSNETBW,Altlussheim,GKMB,220.0
Beuren - Gurtweil ge,11TD400000559-LU,TRANSNETBW,Beuren,Gurtweil,220.0
Beuren - Stockach bl,11TD400000569-LP,TRANSNETBW,Beuren,Stockach,220.0
Birkenfeld - Daxlanden ge,11TD400000581-LA,TRANSNETBW,Birkenfeld,Daxlanden,220.0
Buehl - Weier gn,11TD400000566-L0,TRANSNETBW,Buehl,Weier,220.0
Buenzwangen - Laichingen gn,11TD400000600-LB,TRANSNETBW,Buenzwangen,Laichingen,380.0
Buenzwangen - Wendlingen ge,11TD400000601-L7,TRANSNETBW,Buenzwangen,Wendlingen,380.0
Buers - Obermooweiler bl,11TD400000538-L7,TRANSNETBW,Buers,Obermooweiler,380.0
Buers - Obermooweiler ws,11TD400000537-LB,TRANSNETBW,Buers,Obermooweiler,380.0
Daxlanden - Eichstetten gn,11TD400000588-LJ,TRANSNETBW,Daxlanden,Eichstetten,380.0
Daxlanden - KarlsruheWest ge,11TD400000590-L9,TRANSNETBW,Daxlanden,KarlsruheWest,220.0
Daxlanden - KarlsruheWest rt,11TD400000584-LZ,TRANSNETBW,Daxlanden,KarlsruheWest,220.0
Daxlanden - Kork rt,11TD400000577-LS,TRANSNETBW,Daxlanden,Kork,380.0
Daxlanden - Neurott ws,11TD400000567-LX,TRANSNETBW,Daxlanden,Neurott,220.0
Daxlanden - Oberwald rt,11TD400000586-LR,TRANSNETBW,Daxlanden,Oberwald,220.0
Daxlanden - Philippsburg ge,11TD400000562-LG,TRANSNETBW,Daxlanden,Philippsburg,380.0
Daxlanden - Philippsburg rt,11TD400000585-LV,TRANSNETBW,Daxlanden,Philippsburg,380.0
Daxlanden - RDK7 sw,11TD400000552-LL,TRANSNETBW,Daxlanden,RDK7,380.0
Daxlanden - RDK8 gn,11TD400000547-L6,TRANSNETBW,Daxlanden,RDK8,380.0
DCPH1 - Phillipsburg gn,11T0-D4NOEIC-003,TRANSNETBW,DC Phillipsburg,Philippsburg,380.0
DCPH1 - Phillipsburg sw,11T0-D4NOEIC-004,TRANSNETBW,DC Phillipsburg,Philippsburg,380.0
Dellmensingen - Laichingen ws,11TD400000526-LK,TRANSNETBW,Dellmensingen,Laichingen,380.0
Dellmensingen - Obermooweiler gn,11TD400000535-LJ,TRANSNETBW,Dellmensingen,Obermooweiler,380.0
Dellmensingen - Rotensohl bl,11TD400000593-LY,TRANSNETBW,Dellmensingen,Rotensohl,380.0
Eichstetten - Gurtweil ge,11TD400000571-LF,TRANSNETBW,Eichstetten,Gurtweil,220.0
Eichstetten - Gurtweil rt,11TD400000572-LB,TRANSNETBW,Eichstetten,Gurtweil,220.0
Eichstetten - Kork bl,11TD400000577-LS,TRANSNETBW,Eichstetten,Kork,380.0
Eichstetten - Kuehmoos ws,11TD400000573-L7,TRANSNETBW,Eichstetten,Kuehmoos,380.0
Eichstetten - Weier ge,11TD400000579-LK,TRANSNETBW,Eichstetten,Weier,220.0
Eichstetten - Weier rt,11TD400000578-LO,TRANSNETBW,Eichstetten,Weier,220.0
Endersbach - Wendlingen bl,11TD400000528-LC,TRANSNETBW,Endersbach,Wendlingen,380.0
Engstlatt - Oberjettingen ws,11T0-0000-0097-8,TRANSNETBW,Engstlatt,Oberjettingen,380.0
Engstlatt - Trossingen rt,11TD40000A548-L6,TRANSNETBW,Engstlatt,Trossingen,380.0
GKN2 - Grossgartach sw,11TD400000529-L8,TRANSNETBW,GKN2,Grossgartach,380.0
Goldshoefe - Kupferzell gn,11TD400000545-LE,TRANSNETBW,Goldshoefe,Kupferzell,380.0
Goldshoefe - Rotensohl gn,11TD400000544-LI,TRANSNETBW,Goldshoefe,Rotensohl,380.0
Grossgartach - Großgartach C2 gn,11T0-0000-1507-D,TRANSNETBW,Grossgartach,Großgartach C2,380.0
Grossgartach - Heilbronn rt,11TD400000527-LG,TRANSNETBW,Grossgartach,Heilbronn,380.0
Grossgartach - Hueffenhardt bl,11TD400000551-LP,TRANSNETBW,Grossgartach,Hueffenhardt,380.0
Grossgartach - Kupferzell ws,11TD400000524-LS,TRANSNETBW,Grossgartach ,Kupferzell,380.0
Grossgartach - Pulverdingen rt,11TD40000A530-L6,TRANSNETBW,Grossgartach  2,Pulverdingen,380.0
Grossgartach - Pulverdingen ws,11TD400000525-LO,TRANSNETBW,Grossgartach ,Pulverdingen,380.0
Gruenkraut - Herbertingen rt,11TD400000534-LN,TRANSNETBW,Gruenkraut,Herbertingen,380.0
Gruenkraut - Obermooweiler bl,11TD40000A536-LJ,TRANSNETBW,Gruenkraut,Obermooweiler,380.0
Gurtweil-Stockach rt,11TD40000A853-L6,TRANSNETBW,Gurtweil,Stockach,220.0
Hoepfingen - Hueffenhardt ge,11TD400000543-LM,TRANSNETBW,Hoepfingen,Hueffenhardt,380.0
Karlsruhe Ost - Oberwald rt,11TD40000A575-L3,TRANSNETBW,Karlsruhe,Oberwald,220.0
Kuehmoos - Schwoerstadt ge,11TD400000565-L4,TRANSNETBW,Kuehmoos,Schwoerstadt,220.0
Kuehmoos - Schwoerstadt gn,11TD400000557-L1,TRANSNETBW,Kuehmoos,Schwoerstadt,220.0
Kupferzell - Stalldorf rot,11TD400000605-LS,TRANSNETBW,Kupferzell,Stalldorf,380.0
Marbach - Pulverdingen gn,11T0-0000-0099-2,TRANSNETBW,Marbach,Pulverdingen,220.0
Metzingen - Wendlingen ge,11TD400000602-L3,TRANSNETBW,Metzingen,Wendlingen,380.0
Muehlhausen - Pulverdingen bl,11TD400000550-LT,TRANSNETBW,Muehlhausen,Pulverdingen,380.0
Neurott - Heidelberg Sued ge,11TD400000563-LC,TRANSNETBW,Heidelberg,Neurott,220.0
Neurott - Heidelberg Sued rt,11TD400000570-LJ,TRANSNETBW,Heidelberg,Neurott,220.0
Neurott - Philippsburg gn,11TD400000589-LF,TRANSNETBW,Neurott,Philippsburg,380.0
Neurott - Wiesloch bl,11TD400000582-L6,TRANSNETBW,Neurott,Wiesloch,220.0
Oberjettingen - Pulverdingen ws,11TD400000519-LD,TRANSNETBW,Oberjettingen,Pulverdingen,380.0
Y-Bruchsal (- Philippsburg - Pulverdingen) ws,11T0-0000-1642-7,TRANSNETBW,Y-Bruchsal,Bruchsal/Kaendelweg,380.0
Y-Bruchsal/Kaendelweg (-Philippsburg - Pulverdingen) rt,11TD400000521-24,TRANSNETBW,Y-Bruchsal/Kaendelweg,Bruchsal/Kaendelweg,380.0
Y-Buehl (-Daxlanden - Kuppenheim) rt,11T0-0000-1478-O,TRANSNETBW,Y-Buehl,Buehl,220.0
Y-Daxlanden (-Buehl - Kuppenheim) rt,11T0-0000-1479-L,TRANSNETBW,Y-Buehl,Daxlanden,220.0
Y-Daxlanden (-Kuppenheim - Weier) ge,11TD400000574-24,TRANSNETBW,Daxlanden,Y-Daxlanden,220.0
Y-Dellmensingen (-Goldshoefe - Niederstotzingen) ws,11T0-0000-1365-5,TRANSNETBW,Y-Dellmensingen,Dellmensingen,380.0
Y-Endersbach (-Grossgartach - Muehlhausen - Neckarwestheim) gn,11T0-0000-0950-0,TRANSNETBW,Y-Endersbach,Endersbach,380.0
Y-Engstlatt (-Kuehmoos - Villingen) gn,11TD400000587-1Q,TRANSNETBW,Y-Engstlatt,Engstlatt,380.0
Y-Engstlatt (-Oberjettingen - Pulverdingen) rt,11TD400000520-1A,TRANSNETBW,Engstlatt,Y-Oberjettingen,380.0
Y-GKM (-Neurott - Weinheim) rt,11T0-0000-1638-U,TRANSNETBW,GKM,GKMB,220.0
Y-Goldshoefe (-Dellmensingen - Niederstotzingen) ws,11T0-0000-1366-2,TRANSNETBW,Y-Dellmensingen,Goldshoefe,380.0
Y-Grossgartach (-Endersbach - Muelhausen  - Neckarwestheim) gn,11T0-0000-0951-Y,TRANSNETBW,Y-Endersbach,Grossgartach,380.0
Y-Hueffenhardt (-Neurott - Wiesloch) ge,11TD400000542-1T,TRANSNETBW,Y-Hueffenhardt,Hueffenhardt,380.0
Y-Kuehmoos (-Engstlatt - Villingen) gn,11TD400000587-2O,TRANSNETBW,Y-Engstlatt,Kuehmoos,380.0
Y-Kuppenheim (-Buehl - Daxlanden) rt,11T0-0000-1480-7,TRANSNETBW,Y-Buehl,Kuppenheim,220.0
Y-Kuppenheim (-Daxlanden - Weier) ge,11TD400000574-16,TRANSNETBW,Y-Daxlanden,Kuppenheim,220.0
Y-Muehlhausen (-Endersbach - Grossgartach -  Neckarwestheim) gn,11T0-0000-0952-V,TRANSNETBW,Y-Endersbach,Muehlhausen,380.0
Y-Neckarwestheim (-Muehlhausen -Endersbach - Grossgartach) gn,11T0-D4NOEIC-001,TRANSNETBW,Y-Neckarwestheim,Neckarwestheim,380.0
Y-Neurott (-GKM - Weinheim) rt,11T0-0000-1639-R,TRANSNETBW,GKMB,Neurott,220.0
Y-Neurott (-Hueffenhardt - Wiesloch) ge,11TD400000542-2R,TRANSNETBW,Y-Hueffenhardt,Neurott,380.0
Y-Niederstotzingen (-Dellmensingen - Goldshoefe) ws,11T0-0000-1368-X,TRANSNETBW,Y-Dellmensingen,Niederstotzingen,380.0
Y-Oberjettingen (-Engstlatt - Pulverdingen) rt,11TD400000520-28,TRANSNETBW,Y-Oberjettingen,Oberjettingen,380.0
Y-Philippsburg (-Bruchsal - Pulverdingen) ws,11T0-0000-1643-4,TRANSNETBW,Y-Bruchsal,Philippsburg,380.0
Y-Philippsburg (-Bruchsal/Kaendelweg - Pulverdingen) rt,11TD400000521-16,TRANSNETBW,Y-Bruchsal/Kaendelweg,Philippsburg,380.0
Y-Pulverdingen (-Bruchsal - Philippsburg) ws,11T0-0000-1644-1,TRANSNETBW,Y-Bruchsal,Pulverdingen,380.0
Y-Pulverdingen (-Bruchsal/Kaendelweg -Philippsburg) rt,11TD40000A521-36,TRANSNETBW,Y-Bruchsal/Kaendelweg,Pulverdingen,380.0
Y-Pulverdingen (-Engstlatt - Oberjettingen) rt,11TD400000520-36,TRANSNETBW,Y-Oberjettingen,Pulverdingen,380.0
Y-Villingen (-Engstlatt - Kuehmoss) gn,11TD400000587-3M,TRANSNETBW,Y-Engstlatt,Villingen,380.0
Y-Weier (-Daxlanden - Kuppenheim) ge,11TD40000A574-36,TRANSNETBW,Y-Daxlanden,Weier,220.0
Y-Weinheim (-GKM - Neurott) rt,11T0-0000-1640-D,TRANSNETBW,GKM,Weinheim,220.0
Beznau - Tiengen AARE O,10T-CH-DE-000034,AMPRION GMBH,Beznau,Tiengen,220.0
Beznau - Tiengen AARE W,10T-CH-DE-000026,AMPRION GMBH,Beznau,Tiengen,380.0
Y-Leupolz (-Bidingen - Oberottmarshausen) ALLG O,11T0-0000-0698-C,AMPRION GMBH,Leupolz,Y-Bidngen,380.0
Y-Oberottmarshausen (-Bidingen - Leupolz) ALLG O,11T0-0000-0769-G,AMPRION GMBH,Oberottmarshausen,Y-Bidngen,380.0
Y-Amelsbueren (-Hanekenfaehr - Westerkappeln) AMELSB,11T0-0000-0125-0,AMPRION GMBH,Amelsbueren,Y-Hanekenfaehr,220.0
Y-Hanekenfaehr (-Amelsbueren - Westerkappeln) AMELSB,11T0-0000-0306-W,AMPRION GMBH,Hanekenfaehr,Y-Hanekenfaehr,220.0
Y-Westerkappeln (-Amelsbueren - Hanekenfaehr) AMELSB,11T0-0000-0546-6,AMPRION GMBH,Westerkappeln,Y-Hanekenfaehr,220.0
Arpe - Uentrop ARPE W,11T0-0000-0549-Y,AMPRION GMBH,Arpe,Uentrop,380.0
Meitingen - Oberottmarshausen AUGSBU O,11T0-0000-0724-A,AMPRION GMBH,Meitingen,Oberottmarshausen,380.0
Lechhausen - Oberottmarshausen AUGSBU W,11T0-0000-0694-O,AMPRION GMBH,Lechhausen,Oberottmarshausen,380.0
St. Barbara - Uchtelfangen BABARA,11T0-0000-0506-M,AMPRION GMBH,St. Barbara,Uchtelfangen,220.0
Meppen - Hanekenfaehr BACCUM O,11T0-0000-2249-0,AMPRION GMBH,Hanekenfaehr,Meppen,380.0
Hanekenfaehr - Meppen BACCUM W,11T0-0000-2250-N,AMPRION GMBH,Hanekenfaehr,Meppen,380.0
Bandstahl - Weissenthurm BANDST O,11T0-0000-2260-J,AMPRION GMBH,Bandstahl,Weissenthurm,220.0
Bandstahl - Weissenthurm BANDST W,11T0-0000-2261-G,AMPRION GMBH,Bandstahl,Weissenthurm,220.0
Benteler - Hanekenfaehr BENTLR,11T0-0000-0307-T,AMPRION GMBH,Benteler,Hanekenfaehr,220.0
Meckenheim - Sechtem BGEIST W,11T0-0000-0843-0,AMPRION GMBH,Meckenheim,Sechtem,380.0
Y-Altenkleusheim (-Bixterheide - Opladen) BIGGE O,11T0-0000-0120-F,AMPRION GMBH,Altenkleusheim,Y-Bixterheide,220.0
Y-Bixterheide (-Altenkleusheim - Opladen) BIGGE O,11T0-0000-0175-H,AMPRION GMBH,Bixterheide,Y-Bixterheide,220.0
Y-Opladen (-Altenkleusheim - Bixterheide) BIGGE O,11T0-0000-0419-E,AMPRION GMBH,Opladen,Y-Bixterheide,220.0
Y-Altenkleusheim (-Garenfeld - Opladen) BIGGE W,11T0-0000-0114-7,AMPRION GMBH,Altenkleusheim,Y-Garenfeld,220.0
Y-Garenfeld (-Altenkleusheim - Opladen) BIGGE W,11T0-0000-0274-F,AMPRION GMBH,Garenfeld,Y-Garenfeld,220.0
Y-Opladen (-Altenkleusheim - Garenfeld) BIGGE W,11T0-0000-0420-0,AMPRION GMBH,Opladen,Y-Garenfeld,220.0
Bixterheide - Garenfeld BIXTRH N,11T0-0000-0272-L,AMPRION GMBH,Bixterheide,Garenfeld,220.0
Mittelbexbach - Uchtelfangen BLIES N,11T0-0000-0740-E,AMPRION GMBH,Mittelbexbach,Uchtelfangen,380.0
Mittelbexbach - Uchtelfangen BLIES S,11T0-0000-0741-B,AMPRION GMBH,Mittelbexbach,Uchtelfangen,380.0
Y-Y (-Buers - Herbertingen - Tiengen - Werben) BLUDNZ W,11T0-0000-1620-L,AMPRION GMBH,Y-Werben,Y-Tiengen,220.0
Y-Herbertingen (-Buers - Tiengen - Werben) BLUDNZ W,11T0-0000-1880-O,AMPRION GMBH,Herbertingen,Y-Tiengen,220.0
Y-Tiengen (-Buers - Herbertingen - Werben) BLUDNZ W,11T0-0000-0962-R,AMPRION GMBH,Tiengen,Y-Tiengen,220.0
Bochum - Eiberg BOCHUM W,11T0-0000-0176-E,AMPRION GMBH,Bochum,Eiberg,220.0
Bocklemuend - Brauweiler BOCKLE N,11T0-0000-0194-C,AMPRION GMBH,Bocklemuend,Brauweiler,220.0
Bocklemuend - Brauweiler BOCKLE S,11T0-0000-0195-9,AMPRION GMBH,Bocklemuend,Brauweiler,220.0
Luestringen - Wehrendorf BOHMTE O,11T0-0000-0534-G,AMPRION GMBH,Luestringen,Wehrendorf,220.0
Luestringen - Wehrendorf BOHMTE W,11T0-0000-0535-D,AMPRION GMBH,Luestringen,Wehrendorf,220.0
Merzen - Westerkappeln BRAGAU O    ,11T0-0000-2414-H,AMPRION GMBH,Merzen,Westerkappeln,380.0
Hanekenfaehr - Westerkappeln BRAGAU W,11T0-0000-2415-E,AMPRION GMBH,Hanekenfaehr,Westerkappeln,380.0
Brauweiler - Rommerskirchen BRAUWL W,11T0-0000-0927-S,AMPRION GMBH,Brauweiler,Rommerskirchen,380.0
Bergmannsglueck - Buescherhof BUER S,11T0-0000-0164-O,AMPRION GMBH,Bergmannsglueck,Buescherhof,220.0
Buerstadt - Lambsheim BUERST O,11T0-0000-2121-0,AMPRION GMBH,Buerstadt,Lambsheim,380.0
Buerstadt - Lambsheim BUERST W,11T0-0000-0568-T,AMPRION GMBH,Buerstadt,Lambsheim,380.0
Y-Buescherhof (-Karnap - Rosenblumendelle) BUESHR W,11T0-0000-0576-V,AMPRION GMBH,Buescherhof,Y-Karnap,380.0
Y-Karnap (-Buescherhof - Rosenblumendelle) BUESHR W,11T0-0000-0657-V,AMPRION GMBH,Karnap,Y-Karnap,380.0
Y-Rosenblumendelle (-Buescherhof - Karnap) BUESHR W,11T0-0000-0838-Q,AMPRION GMBH,Rosenblumendelle,Y-Karnap,380.0
Brauweiler - Knapsack BURBAC O,11T0-0000-0928-P,AMPRION GMBH,Brauweiler,Knapsack,380.0
Y-Gersteinwerk (-Poeppingshausen - Ruhrzink) CAPPEN N,11T0-0000-0280-N,AMPRION GMBH,Gersteinwerk,Y-Poeppinghausen,220.0
Y-Poeppinghausen (-Gersteinwerk - Ruhrzink) CAPPEN N,11T0-0000-0441-Q,AMPRION GMBH,Poeppinghausen,Y-Poeppinghausen,220.0
Y-Ruhrzink (-Gersteinwerk - Poeppinghausen) CAPPEN N,11T0-0000-0464-9,AMPRION GMBH,Ruhrzink,Y-Poeppinghausen,220.0
Elmenhorst - Gersteinwerk CAPPEN S,11T0-0000-0282-H,AMPRION GMBH,Elmenhorst,Gersteinwerk,220.0
Datteln - Mengede DATTLN O,11T0-0000-0727-1,AMPRION GMBH,Datteln,Mengede,380.0
Datteln - Mengede DATTLN W,11T0-0000-0728-Z,AMPRION GMBH,Datteln,Mengede,380.0
Dauersberg - Linde DAURSB O,11T0-0000-0706-C,AMPRION GMBH,Dauersberg,Linde,380.0
Dauersberg - Halfeshof DAURSB W,11T0-0000-0632-H,AMPRION GMBH,Dauersberg,Halfeshof,380.0
Y-Voehringen (-Buers - Werben) DELLM O,11T0-0000-1374-4,AMPRION GMBH,Voehringen,Y-Werben,220.0
Hamborn - Niederrhein DINSLK W,11T0-0000-0382-C,AMPRION GMBH,Hamborn,Niederrhein,220.0
Y-Hoheneck (-Dellmensingen - Voehringen) DONAU O,11T0-0000-0957-G,AMPRION GMBH,Hoheneck,Y-Voehringen,380.0
Y-Voehringen (-Dellmensingen - Hoheneck) DONAU O,11T0-0000-0956-J,AMPRION GMBH,Voehringen,Y-Voehringen,380.0
Duennwald - Opladen DUENNW O,11T0-0000-0413-W,AMPRION GMBH,Duennwald,Opladen,220.0
Duennwald - Opladen DUENNW W,11T0-0000-1376-Z,AMPRION GMBH,Duennwald,Opladen,220.0
Eiberg - Karnap EIBERG N,11T0-0000-0654-3,AMPRION GMBH,Eiberg,Karnap,380.0
Altenkleusheim - Setzer Wiese EISERF,11T0-0000-1950-V,AMPRION GMBH,Altenkleusheim,Setzer Wiese,220.0
Diefflen - Uchtelfangen ELLBCH N,11T0-0000-1673-T,AMPRION GMBH,Diefflen,Uchtelfangen,220.0
Eller - Opladen ELLER O,11T0-0000-0253-Q,AMPRION GMBH,Eller,Opladen,220.0
Eller - St. Peter ELLER W,11T0-0000-0495-V,AMPRION GMBH,Eller,St. Peter,220.0
Y-Elmenhorst (-Poeppinghausen - Ruhrzink) ELMENH S,11T0-0000-0259-8,AMPRION GMBH,Elmenhorst,Y-Elmenhorst,220.0
Y-Poeppinghausen (-Elmenhorst - Ruhrzink) ELMENH S,11T0-0000-0442-N,AMPRION GMBH,Poeppinghausen,Y-Elmenhorst,220.0
Y-Ruhrzink (-Elmenhorst - Poeppinghausen) ELMENH S,11T0-0000-0465-6,AMPRION GMBH,Ruhrzink,Y-Elmenhorst,220.0
Buescherhof - Hamborn EMSHER N,11T0-0000-0207-Y,AMPRION GMBH,Buescherhof,Hamborn,220.0
Buescherhof - Hamborn EMSHER S,11T0-0000-0208-V,AMPRION GMBH,Buescherhof,Hamborn,220.0
Diefflen - Ensdorf ENSDF N,11T0-0000-1672-W,AMPRION GMBH,Diefflen,Ensdorf,220.0
Y-Diefflen (-Ensdorf - Uchtelfangen) ENSDF S,11T0-0000-0218-R,AMPRION GMBH,Diefflen,Y-Diefflen,220.0
Y-Ensdorf (-Diefflen - Uchtelfangen) ENSDF S,11T0-0000-0265-G,AMPRION GMBH,Ensdorf,Y-Diefflen,220.0
Y-Uchtelfangen (-Diefflen - Ensdorf) ENSDF S,11T0-0000-0511-X,AMPRION GMBH,Uchtelfangen,Y-Diefflen,220.0
Bauler - Niederstedem ENZ N,11T0-0000-0149-H,AMPRION GMBH,Bauler,Niederstedem,220.0
Bauler - Niederstedem ENZ S,11T0-0000-0150-3,AMPRION GMBH,Bauler,Niederstedem,220.0
Urberach Neu - Urberach ERLENS W,11T0-0000-1382-6,AMPRION GMBH,Urberach (NEU),Urberach,380.0
Bischofsheim - Urberach ERZHAU N,11T0-0000-0560-G,AMPRION GMBH,Bischofsheim,Urberach,380.0
Buescherhof - Nordlicht ESSEN W,11T0-0000-0763-Y,AMPRION GMBH,Buescherhof,Nordlicht,380.0
Duelken - Osterath FICHTH O,11T0-0000-0230-6,AMPRION GMBH,Duelken,Osterath,220.0
Edelstahl - Osterath FICHTH W,11T0-0000-0237-M,AMPRION GMBH,Edelstahl,Osterath,220.0
Bayer - Duennwald FLITTA O,11T0-0000-0233-Y,AMPRION GMBH,Bayer,Duennwald,220.0
