ags,name,type,nuts3,area_km2,hh_mwh,cts_mwh,industry_mwh,total_mwh,total_gwh,density_mwh_per_km2
06534019,Steffenberg,Gemeinde,DE724,24.21869072463786,7673.890034467127,7101.211673685996,10880.888854841447,25655.99056299457,25.65599056299457,1059.3467192218832
08136003,Adelmannsfelden,Gemeinde,DE11D,22.728961082204684,7672.1714378229335,7099.621330522719,10878.452038704167,25650.24480704982,25.65024480704982,1128.5269359333945
03256013,Hilgermissen,Gemeinde,DE927,54.636797925187366,7671.591247613072,7099.084438089704,10877.629380943901,25648.30506664668,25.64830506664668,469.43280061481977
09776131,Hergatz,Gemeinde,DE27A,18.896846770351804,7668.49961685931,7096.223526048936,10873.245725397564,25637.968868305812,25.637968868305812,1356.732643275199
03153009,Lutter am Barenberge,Gemeinde,DE916,32.96688591938525,7667.1409784790785,7094.966278592577,10871.319297843464,25633.42655491512,25.633426554915122,777.5507403883151
15088020,Bad Dürrenberg,Stadt,DEE0B,36.30486375838119,7663.050305634766,7091.180879841125,10865.519090079142,25619.75027555503,25.61975027555503,705.6836914762024
08117037,Ottenbach,Gemeinde,DE114,11.948605923447765,7662.912833486464,7091.0536668083705,10865.324166883795,25619.29066717863,25.61929066717863,2144.1238276093545
09187177,Stephanskirchen,Gemeinde,DE21K,26.431414165681584,7661.322532480992,7089.582044982401,10863.069262473033,25613.97383993643,25.613973839936428,969.073152097684
09276128,Kollnburg,Gemeinde,DE229,59.615631757538154,7659.873599353823,7088.24124119307,10861.014805053897,25609.129645600788,25.609129645600788,429.5707164482513
13076153,Wittendörp,Gemeinde,DE80O,104.57343289552841,7658.918887999998,7087.35777695522,10859.661109850742,25605.93777480596,25.60593777480596,244.86083191308217
15083030,Angern,Gemeinde,DEE07,64.3464728286464,7656.665107048738,7085.2721886122645,10856.465450292986,25598.402745953987,25.598402745953987,397.8213819757007
08225115,Schefflenz,Gemeinde,DE127,36.98210482748553,7656.497632849388,7085.117212487486,10856.227986875985,25597.84283221286,25.59784283221286,692.1683595788265
08235047,Neubulach,Stadt,DE12A,24.103197991570052,7656.223130266881,7084.863195172337,10855.838766796322,25596.92509223554,25.596925092235537,1061.9721541178026
09171137,Winhöring,Gemeinde,DE214,24.641748358372187,7656.122805463475,7084.770357294546,10855.696515209385,25596.589677967404,25.596589677967405,1038.7489274587451
08315037,Feldberg (Schwarzwald),Gemeinde,DE132,25.119756653561797,7652.3631294902,7081.291254155102,10850.365631366689,25584.02001501199,25.58402001501199,1018.4820007555433
01056034,Langeln,Gemeinde,DEF09,10.125941142602464,7651.62525046585,7080.608440729593,10849.319384988894,25581.553076184337,25.581553076184335,2526.3383142289954
12063293,Stechow-Ferchesar,Gemeinde,DE408,51.174971799155,7644.12796609592,7073.670655193252,10838.688907150949,25556.48752844012,25.55648752844012,499.39426696200167
09189160,Unterwössen,Gemeinde,DE21M,41.238699162642725,7639.863080542961,7069.724044681544,10832.641681366882,25542.228806591385,25.542228806591385,619.375230674821
01054168,Sylt,Gemeinde,DEF07,59.736111643769725,7639.5289482656935,7069.414847648847,10832.16791172001,25541.11170763455,25.54111170763455,427.5656885728752
09472197,Waischenfeld,Stadt,DE246,57.17992209487948,7636.143528684778,7066.28207132026,10827.367689926206,25529.793289931244,25.529793289931245,446.48177812430885
08118074,Walheim,Gemeinde,DE115,6.018708702754722,7633.934502891665,7064.2378981982565,10824.23548917475,25522.40789026467,25.52240789026467,4240.512234556764
13073070,Putbus,Stadt,DE80L,66.90904302156088,7631.915062638422,7062.36916244153,10821.372103741052,25515.656328821,25.515656328821002,381.3483974146633
09571199,Schnelldorf,Gemeinde,DE256,50.89298873278958,7627.3943434753555,7058.185810380168,10814.962128808322,25500.542282663846,25.500542282663847,501.0619913983207
09571171,Lehrberg,Gemeinde,DE256,50.881929594576484,7625.736896932115,7056.6520538774685,10812.612018038057,25495.000968847642,25.49500096884764,501.0619913983207
09471122,Burgwindheim,Gemeinde,DE245,37.48002956285852,7624.020597989984,7055.063836945951,10810.17845983654,25489.26289477247,25.48926289477247,680.0758481799996
15086145,Möser,Gemeinde,DEE06,81.0375738686233,7623.290480862097,7054.3882061708755,10809.143219132793,25486.821906165766,25.486821906165765,314.50623074531524
01062016,Elmenhorst,Gemeinde,DEF0F,14.945698078159927,7622.505600302365,7053.661898787253,10808.03032878692,25484.19782787654,25.48419782787654,1705.1192720878303
07137057,Kruft,Gemeinde,DEB17,18.009439047919535,7622.260248977325,7053.434857262609,10807.682442579804,25483.377548819743,25.483377548819742,1415.0011824917779
09375165,Lappersdorf,Gemeinde,DE238,34.379406904430994,7621.608952949343,7052.8321654158135,10806.758963137134,25481.20008150229,25.48120008150229,741.1762556676957
14627340,Wülknitz,Gemeinde,DED2E,27.753610870029313,7614.622374112165,7046.366973059022,10796.852620009793,25457.841967180975,25.457841967180975,917.2803526863778
06632004,Breitenbach a. Herzberg,Gemeinde,DE733,42.301740379146125,7612.154979166083,7044.08371206415,10793.354074937004,25449.592766167236,25.449592766167235,601.6204661573063
13075029,Ducherow,Gemeinde,DE80N,77.35297158516966,7607.984840416791,7040.224777699124,10787.441191635755,25435.65080975167,25.43565080975167,328.8257747376349
13073027,Garz/Rügen,Stadt,DE80L,66.65918236344123,7603.4149491388225,7035.99592308369,10780.96149504759,25420.3723672701,25.4203723672701,381.3483974146633
12064370,Oberbarnim,Gemeinde,DE409,52.737835483935825,7601.464530978996,7034.191058517881,10778.19597676127,25413.85156625815,25.41385156625815,481.8903038597274
01056044,Schenefeld,Stadt,DEF09,10.053949153943865,7597.224804078324,7030.267729147106,10772.184423693147,25399.676956918578,25.39967695691858,2526.3383142289954
09178125,Gammelsdorf,Gemeinde,DE21B,21.465406904329797,7593.747362603986,7027.049798230554,10767.253723095206,25388.050883929747,25.388050883929747,1182.742586575832
08326075,Brigachtal,Gemeinde,DE136,22.7654589220781,7586.110216906548,7019.982588779197,10756.424934419736,25362.517740105483,25.36251774010548,1114.0789134502681
09679200,Leinach,Gemeinde,DE26C,28.041686952713057,7584.105921731941,7018.127867871355,10753.58302335127,25355.816812954567,25.355816812954565,904.21866757561
03359016,Estorf,Gemeinde,DE939,29.454849758280204,7584.004463812617,7018.033981438546,10753.439165107451,25355.47761035862,25.35547761035862,860.8252229577512
01056024,Heist,Gemeinde,DEF09,10.035772501155098,7583.489692103168,7017.557625528305,10752.709264922403,25353.756582553877,25.353756582553878,2526.3383142289954
09780139,Sonthofen,Stadt,DE27E,46.54776885575782,7582.185792322064,7016.3510317010205,10750.86045179995,25349.397275823037,25.349397275823037,544.588879316122
14522530,Seelitz,Gemeinde,DED43,31.456802799032733,7579.638800247792,7013.994113662141,10747.249045127473,25340.881959037408,25.340881959037407,805.577163099888
09178132,Hörgertshausen,Gemeinde,DE21B,21.41825727143139,7577.067389936065,7011.614599642329,10743.60301558099,25332.285005159385,25.332285005159385,1182.742586575832
03351022,Wienhausen,Gemeinde,DE931,40.478045279787636,7575.398374143027,7010.070137266669,10741.236500650542,25326.70501206024,25.32670501206024,625.6899224505515
09674147,Haßfurt,Stadt,DE267,52.53427490348534,7575.104132718221,7009.797854157147,10740.819292660144,25325.721279535515,25.325721279535514,482.07996257801784
09277124,Hebertsfelden,Gemeinde,DE22A,49.90321890866795,7573.070904623232,7007.916359502089,10737.936357301587,25318.923621426908,25.318923621426908,507.36053054543805
01053100,Ratzeburg,Stadt,DEF06,30.385037313290187,7572.496199484335,7007.384542806394,10737.121476880766,25317.002219171496,25.317002219171496,833.2062244365924
03359022,Hammah,Gemeinde,DE939,29.384479448394337,7565.885588697858,7001.267261183098,10727.748222780552,25294.901072661512,25.294901072661514,860.8252229577512
03153016,Braunlage,Stadt,DE916,32.520191749534995,7563.252877465186,6998.83102093793,10724.015274017795,25286.099172420913,25.28609917242091,777.5507403883151
08216022,Hügelsheim,Gemeinde,DE124,15.059142693839066,7560.9154661195535,6996.668043274816,10720.701034050122,25278.284543444493,25.278284543444492,1678.6005058432868
07339006,Bodenheim,Gemeinde,DEB3J,13.45033687451936,7559.284966433355,6995.159222669666,10718.389131509974,25272.833320612994,25.272833320612992,1878.9740031337396
08325001,Aichhalden,Gemeinde,DE135,25.942968152910876,7559.208034359632,6995.0880317954825,10718.280048718885,25272.576114874,25.272576114874,974.1590077864064
06634027,Bad Zwesten,Gemeinde,DE735,39.55466681715112,7554.239625217091,6990.490399454619,10711.235289486916,25255.965314158628,25.255965314158626,638.5078511951339
14521630,Thermalbad Wiesenbad,Gemeinde,DED42,24.343393391269103,7554.081131941255,6990.343734035195,10711.010560215216,25255.435426191667,25.255435426191667,1037.4656901880276
09175131,Oberpframmern,Gemeinde,DE218,18.52111548494556,7548.139849391073,6984.845830779788,10702.586353614191,25235.572033785054,25.235572033785054,1362.5298138385442
09371120,Ensdorf,Gemeinde,DE234,56.075903455858416,7545.405155625022,6982.315218638096,10698.70880275192,25226.429177015038,25.22642917701504,449.86219788456316
09574161,Vorra,Gemeinde,DE259,22.01090727806427,7543.785895909873,6980.816799200186,10696.412837484157,25221.015532594218,25.22101553259422,1145.8417053861788
09777154,Obergünzburg,Gemeinde,DE27B,46.78923446759618,7540.942412222889,6978.185515788359,10692.381032256355,25211.508960267605,25.211508960267604,538.831405282508
09575168,Uffenheim,Stadt,DE25A,59.29335044500222,7530.078306864069,6968.132164560759,10676.976703762452,25175.18717518728,25.17518717518728,424.5870234393083
09775142,Osterberg,Gemeinde,DE279,13.982005416843283,7529.427132365822,6967.52958517434,10676.053396638103,25173.01011417826,25.17301011417826,1800.3862367163617
12061164,Golßen,Stadt,DE406,63.84789107370984,7526.194969654009,6964.53862863506,10671.470479360172,25162.204077649243,25.162204077649243,394.0960876624803
06636013,Wanfried,Stadt,DE737,46.94125488585695,7526.045310288707,6964.400137879121,10671.258275782524,25161.70372395035,25.161703723950353,536.0253743776966
03361010,Riede,Gemeinde,DE93B,27.039651395411727,7524.211833364761,6962.703487591269,10668.658569696297,25155.57389065233,25.15557389065233,930.3216791811487
09375175,Nittendorf,Gemeinde,DE238,33.933682350056536,7522.795780761318,6961.393110555253,10666.650733915309,25150.839625231878,25.150839625231878,741.1762556676957
08215021,Forst,Gemeinde,DE123,11.479093251452827,7522.604840757219,6961.216419805183,10666.379998088587,25150.201258650988,25.150201258650988,2190.957134655902
09771141,Inchenhofen,Gemeinde,DE275,27.47788833964283,7522.129988173471,6960.777003981419,10665.706699648948,25148.61369180384,25.14861369180384,915.2309442760743
14522300,Kriebstein,Gemeinde,DED43,31.214955701622515,7521.364802888017,6960.068922075483,10664.621735438239,25146.05546040174,25.14605546040174,805.577163099888
03456017,Osterwald,Gemeinde,DE94B,33.369215920261844,7516.958127850872,6955.991103384404,10658.373464863198,25131.322696098476,25.131322696098476,753.1289544276854
01060044,Kaltenkirchen,Stadt,DEF0D,23.182765422961907,7515.431702201417,6954.578590096827,10656.209129987072,25126.219422285314,25.126219422285313,1083.8318450739473
07334025,Rülzheim,Gemeinde,DEB3E,16.770810860452716,7513.286901836164,6952.593849460323,10653.167995140819,25119.048746437307,25.119048746437308,1497.7837956345086
03352044,Osten,Gemeinde,DE932,47.87412675999507,7511.971519459552,6951.376629947648,10651.302900726236,25114.651050133434,25.114651050133435,524.5975801509537
07137207,Dieblich,Gemeinde,DEB17,17.737067806521818,7506.9826725494095,6946.760085045731,10644.229162570073,25097.971920165215,25.097971920165214,1415.0011824917779
09475142,Konradsreuth,Gemeinde,DE249,42.65305523612991,7505.457190078283,6945.348444550037,10642.066165036347,25092.871799664666,25.092871799664668,588.30186163099
09277153,Wurmannsquick,Gemeinde,DE22A,49.45265749400152,7504.695885640969,6944.643953876712,10640.986703520768,25090.32654303845,25.09032654303845,507.36053054543817
09176153,Pförring,Gemeinde,DE219,43.37892298197591,7502.978095543925,6943.054357070486,10638.5510309951,25084.58348360951,25.08458348360951,578.2666271827966
09373153,Pilsach,Gemeinde,DE236,47.44254263993286,7502.184892369626,6942.320348162934,10637.426339927075,25081.931580459637,25.08193158045964,528.6801715249537
03360018,Rosche,Gemeinde,DE93A,72.18504333260908,7497.083582555833,6937.599733111376,10630.19313944485,25064.87645511206,25.06487645511206,347.2308846532087
14522290,Königshain-Wiederau,Gemeinde,DED43,31.10988468893938,7496.047534327625,6936.641001915121,10628.724115837684,25061.41265208043,25.06141265208043,805.5771630998881
03459016,Eggermühlen,Gemeinde,DE94E,27.22308556215483,7493.951176098314,6934.7010883297835,10625.751667602088,25054.403932030185,25.054403932030187,920.336670684402
09676117,Collenberg,Gemeinde,DE269,25.579340096084778,7490.260737551691,6931.286055644834,10620.518956229986,25042.06574942651,25.04206574942651,978.9957698423775
01051011,Brunsbüttel,Stadt,DEF05,49.88885324742564,7489.466878286987,6930.551439608859,10619.393334884542,25039.41165278039,25.039411652780387,501.9039329005317
14625010,Arnsdorf,Gemeinde,DED2C,35.909698988208845,7486.1846359696,6927.5141407479905,10614.739409210631,25028.438185928222,25.028438185928223,696.982678527783
13072013,Bernitt,Gemeinde,DE80K,73.71377112043899,7482.257423327469,6923.880003676166,10609.17097337477,25015.30840037841,25.01530840037841,339.3573279476715
08117031,Hohenstadt,Gemeinde,DE114,11.665139668914252,7481.119475027587,6922.826976891201,10607.557464591357,25011.503916510148,25.011503916510147,2144.123827609355
03459028,Nortrup,Gemeinde,DE94E,27.15359118047826,7474.82081329986,6916.99836454614,10598.626526320697,24990.445704166697,24.990445704166696,920.3366706844018
08436093,Ebersbach-Musbach,Gemeinde,DE148,26.768624799980103,7470.7287500234215,6913.21167912616,10592.824347048147,24976.764776197728,24.97676477619773,933.0611849816167
08126020,Dörzbach,Gemeinde,DE119,32.313055686628985,7470.444833284941,6912.948950203965,10592.421778538333,24975.815562027237,24.975815562027236,772.9326438279909
03359030,Krummendeich,Gemeinde,DE939,28.996938663900405,7466.101985534674,6908.9301955694045,10586.264009340217,24961.296190444296,24.961296190444298,860.825222957751
09173123,Eurasburg,Gemeinde,DE216,40.69981451636735,7458.283973359367,6901.695617138536,10575.178768196143,24935.15835869405,24.93515835869405,612.6602456300244
08126094,Zweiflingen,Gemeinde,DE119,32.25053260140831,7455.990141550506,6899.572966807921,10571.926320108912,24927.48942846734,24.92748942846734,772.9326438279909
09190159,Wielenbach,Gemeinde,DE21N,33.27953600904045,7455.761959789391,6899.361813536439,10571.602778805835,24926.726552131666,24.926726552131665,749.0106396122912
09187174,Söchtenau,Gemeinde,DE21K,25.714996058136734,7453.663942758719,6897.4203649408955,10568.627978538469,24919.712286238086,24.919712286238084,969.0731520976841
09474138,Hiltpoltstein,Gemeinde,DE248,25.572577776801342,7448.19236256037,6892.3571116230205,10560.869767809469,24901.41924199286,24.90141924199286,973.7547563383564
09275128,Hutthurm,Gemeinde,DE228,37.10688855816908,7447.129853856165,6891.3738946131725,10559.363225616959,24897.866974086297,24.8978669740863,670.9769517607542
09779218,Tapfheim,Gemeinde,DE27D,44.2539584271629,7438.686086085334,6883.5602587655385,10547.390719076227,24869.6370639271,24.8696370639271,561.9754242970098
08116053,Ohmden,Gemeinde,DE113,5.563639785920971,7432.736131610896,6878.05433074441,10538.95421646321,24849.74467881852,24.849744678818517,4466.4546295218215
08415060,Pliezhausen,Gemeinde,DE141,17.646266861308767,7432.261168765682,6877.6148128876475,10538.280761682687,24848.156743336014,24.848156743336013,1408.1254091095109
14729220,Kitzscher,Stadt,DED52,29.127525372290823,7431.48016877502,6876.892096478377,10537.173373636222,24845.54563888962,24.84554563888962,852.9919834015603
14730110,Eilenburg,Stadt,DED53,46.74590335744101,7429.21857409892,6874.799277524373,10533.966634916376,24837.984486539666,24.837984486539668,531.3403464816337
08127059,Michelfeld,Gemeinde,DE11A,35.28199104808551,7428.403924559289,6874.045422726503,10532.811534822866,24835.260882108658,24.835260882108656,703.9075784657647
08435013,Eriskirch,Gemeinde,DE147,14.273544146904952,7424.696976834964,6870.6151128920455,10527.555414915232,24822.86750464224,24.82286750464224,1739.0822664057675
01058171,Westensee,Gemeinde,DEF0B,36.83365584892244,7420.808190791372,6867.01653476216,10522.04146455492,24809.866190108452,24.80986619010845,673.5651299960294
09780145,Wertach,Gemeinde,DE27E,45.556845004026194,7420.773786235262,6866.984697710249,10521.992681975382,24809.751165920894,24.809751165920893,544.588879316122
03159021,Jühnde,Gemeinde,DE91C,24.227901411770027,7418.941794784196,6865.289422039111,10519.395082156701,24803.62629898001,24.80362629898001,1023.7628871533335
07339056,Sprendlingen,Gemeinde,DEB3J,13.198364592927172,7417.67287909552,6864.1152015510725,10517.595873344388,24799.38395399098,24.79938395399098,1878.9740031337396
09377116,Erbendorf,Stadt,DE23A,67.27584604430473,7415.885866401652,6862.46154801348,10515.062049375492,24793.409463790624,24.793409463790624,368.53359595749777
08316049,Weisweil,Gemeinde,DE133,19.09239814088124,7415.649965415073,6862.243251578137,10514.727562901982,24792.62077989519,24.79262077989519,1298.559803590543
08215110,Waldbronn,Gemeinde,DE123,11.310386605279959,7412.046157648053,6858.908384689239,10509.617686217382,24780.572228554673,24.78057222855467,2190.957134655902
08317029,Fischerbach,Gemeinde,DE134,20.11535440423262,7409.318873887961,6856.384629567962,10505.750642079942,24771.454145535867,24.771454145535866,1231.4699332527557
01057007,Blekendorf,Gemeinde,DEF0A,38.36411617037829,7408.771727560288,6855.878315055789,10504.974837585483,24769.624880201565,24.769624880201565,645.6456541367345
06634016,Neuental,Gemeinde,DE735,38.783352782224746,7406.932328379986,6854.176184471029,10502.366734270125,24763.47524712114,24.76347524712114,638.5078511951339
13073060,Niepars,Gemeinde,DE80L,64.92568494719913,7405.685248569055,6853.022170317638,10500.598486777026,24759.305905663718,24.759305905663716,381.34839741466334
09175128,Moosach,Gemeinde,DE218,18.16439209698943,7402.7599438432635,6850.315171914651,10496.450666643417,24749.52578240133,24.74952578240133,1362.5298138385442
09173111,Bad Heilbrunn,Gemeinde,DE216,40.39539713809848,7402.499167444793,6850.073856441467,10496.080909063538,24748.6539329498,24.7486539329498,612.6602456300244
08436087,Wolpertswende,Gemeinde,DE148,26.504172835404045,7396.9241033700755,6844.914841924556,10488.175967465044,24730.014912759674,24.730014912759675,933.0611849816167
09472468,Veldensteiner Forst,Gemeindefreies Gebiet,DE246,55.379462211690935,7395.699512988961,6843.781638885325,10486.43960796945,24725.920759843735,24.725920759843735,446.4817781243088
09576132,Schwanstetten,Gemeinde,DE25B,32.432700361762066,7393.147509914981,6841.420083801921,10482.821096148104,24717.388689865005,24.717388689865004,762.1131886695022
08128047,Grünsfeld,Stadt,DE11B,44.7230638344676,7387.904687825014,6836.568517091819,10475.387243931013,24699.86044884785,24.699860448847847,552.2846229915922
14628300,Rabenau,Stadt,DED2F,30.282390677001874,7387.393509637764,6836.095486530466,10474.662439038615,24698.151435206844,24.698151435206846,815.5945050257868
09274145,Kröning,Gemeinde,DE227,39.47503940232028,7384.528864909641,6833.444621259656,10470.600629349474,24688.574115518768,24.68857411551877,625.4224058878992
16063099,Bad Liebenstein,Stadt,DEG0P,49.014905986097816,7384.005462775562,6832.960278986329,10469.858491995183,24686.824233757074,24.686824233757072,503.65952432427474
09175124,Kirchseeon,Gemeinde,DE218,18.103066578280643,7377.767194787374,6827.187553385321,10461.013186638798,24665.967934811495,24.665967934811494,1362.5298138385442
07331018,Eich,Gemeinde,DEB3B,20.897313167012452,7374.892572412442,6824.527455068214,10456.937229540004,24656.357257020663,24.656357257020662,1179.881693879291
09374129,Kirchenthumbach,Gemeinde,DE237,67.90983663135353,7372.015912761697,6821.865471510807,10452.85838376656,24646.739768039064,24.646739768039065,362.93328022320446
08335026,Gailingen am Hochrhein,Gemeinde,DE138,13.179116241933396,7367.8301213011055,6817.992052547296,10446.92330632247,24632.745480170874,24.632745480170875,1869.0741494330437
08337127,Wutach,Gemeinde,DE13A,30.432585848824647,7366.151483100029,6816.438685853753,10444.543147679136,24627.133316632917,24.627133316632918,809.2356475709754
12062128,Falkenberg/Elster,Stadt,DE407,81.97406798658717,7363.985324223902,6814.43418062509,10441.471728377155,24619.89123322615,24.61989123322615,300.3375559848332
09476189,Wilhelmsthal,Gemeinde,DE24A,43.29025770419763,7358.6954747301825,6809.539096018978,10433.97119551295,24602.205766262112,24.602205766262113,568.3081383892193
09679182,Röttingen,Stadt,DE26C,27.207442524602975,7358.477623474749,6809.337502319923,10433.662301941818,24601.477427736492,24.60147742773649,904.21866757561
09473141,Lautertal,Gemeinde,DE247,30.75277992738969,7347.9436817626065,6799.589675660896,10418.726115932019,24566.259473355523,24.566259473355522,798.8305295117663
09573122,Oberasbach,Stadt,DE258,12.107961286395545,7347.6853646495265,6799.350635944339,10418.359845398583,24565.39584599245,24.56539584599245,2028.8630980009846
12061344,Münchehofe,Gemeinde,DE406,62.31755934812811,7345.804126020996,6797.609788258243,10415.692417492468,24559.10633177171,24.55910633177171,394.0960876624802
09671459,Schöllkrippener Forst,Gemeindefreies Gebiet,DE264,18.126063265887105,7344.981041819153,6796.848128250564,10414.525357803283,24556.354527873,24.556354527873,1354.7538794089712
09771146,Mering,Gemeinde,DE275,26.826832273193975,7343.902014433884,6795.849625297024,10412.99539360028,24552.74703333119,24.55274703333119,915.2309442760744
01062088,Brunsbek,Gemeinde,DEF0F,14.398146499396157,7343.2469832906745,6795.243477074943,10412.066618098703,24550.55707846432,24.55055707846432,1705.1192720878305
08118003,Asperg,Stadt,DE115,5.783488977176688,7335.589447908525,6788.1573995571425,10401.208918676266,24524.95576614193,24.524955766141932,4240.512234556764
09777175,Unterthingau,Gemeinde,DE27B,45.505018988016424,7333.967558143947,6786.656546342173,10398.909224233974,24519.533328720092,24.51953332872009,538.8314052825078
09377158,Waldsassen,Stadt,DE23A,66.52054023186615,7332.627728026319,6785.416703546754,10397.009465111962,24515.053896685036,24.515053896685036,368.53359595749777
09183147,Unterreit,Gemeinde,DE21G,32.284694852002175,7326.474119620815,6779.722319649096,10388.284199462325,24494.480638732235,24.494480638732234,758.7025601765346
08336025,Fröhnd,Gemeinde,DE139,15.984201251512474,7320.466560747816,6774.163086065146,10379.766018970788,24474.395665783748,24.47439566578375,1531.1616314558044
09772163,Königsbrunn,Stadt,DE276,19.58313197024711,7318.965269524623,6772.773831500396,10377.637322460285,24469.376423485304,24.469376423485304,1249.5129206432314
09190139,Peißenberg,Gemeinde,DE21N,32.665948681237445,7318.297271087009,6772.155683692444,10376.690160496488,24467.143115275943,24.46714311527594,749.0106396122914
09574160,Velden,Stadt,DE259,21.348506941527642,7316.761800397423,6770.73480036777,10374.513000563518,24462.00960132871,24.46200960132871,1145.8417053861788
14523130,Grünbach,Gemeinde,DED44,27.275602870462347,7315.912390255761,6769.948779042646,10373.308613049214,24459.169782347624,24.459169782347626,896.7416741807481
08119068,Schwaikheim,Gemeinde,DE116,9.155650930981219,7304.364437501324,6759.262613807201,10356.934650188452,24420.561701496976,24.420561701496975,2667.266575100827
09277142,Roßbach,Gemeinde,DE22A,48.12667794514099,7303.471648784037,6758.43645111358,10355.66875573855,24417.576855636165,24.417576855636167,507.36053054543805
09778134,Eppishausen,Gemeinde,DE27C,39.216085525861935,7301.0098776921905,6756.158394282314,10352.178184787415,24409.346456761916,24.409346456761916,622.431997723603
09279125,Mamming,Gemeinde,DE22C,41.720294881350746,7296.1272518909045,6751.640143540852,10345.255058651304,24393.02245408306,24.39302245408306,584.6800106148556
09773139,Höchstädt a.d. Donau,Stadt,DE277,37.432740153137374,7291.5637123779525,6747.417166678091,10338.784368297074,24377.76524735312,24.37776524735312,651.2418045706422
03355008,Betzendorf,Gemeinde,DE935,32.843863635589216,7291.202406310387,6747.082823749915,10338.272068649063,24376.55729870937,24.37655729870937,742.1951804809963
03355027,Oldendorf (Luhe),Gemeinde,DE935,32.83851768812111,7290.015627998435,6745.984610983631,10336.589323281369,24372.589562263434,24.372589562263435,742.1951804809963
16067067,Tonna,Gemeinde,DEG0C,30.559014009849374,7285.682620583054,6741.974962330589,10330.44550679687,24358.103089710512,24.35810308971051,797.0840643569106
01058137,Rieseby,Gemeinde,DEF0B,36.158476644780144,7284.781091311978,6741.140711363317,10329.167219024437,24355.089021699732,24.355089021699733,673.5651299960294
09171124,Mehring,Gemeinde,DE214,23.43952250792747,7282.594571303894,6739.117364490158,10326.066929460727,24347.77886525478,24.347778865254778,1038.7489274587451
06532020,Sinn,Gemeinde,DE722,18.796720493523036,7282.2975874210715,6738.842543583673,10325.645832910468,24346.785963915216,24.346785963915217,1295.2677554738668
14626440,Quitzdorf am See,Gemeinde,DED2D,36.25733426660643,7280.925108620696,6737.572488574377,10323.699780880093,24342.19737807517,24.34219737807517,671.3730579055481
09375180,Pentling,Gemeinde,DE238,32.81910734857795,7275.704409068462,6732.741393466342,10316.297296440363,24324.743098975167,24.324743098975166,741.1762556676958
14524050,Dennheritz,Gemeinde,DED45,13.056437132400891,7275.609841995,6732.653883637171,10316.163208798891,24324.426934431063,24.324426934431063,1863.0217943658993
16067044,Luisenthal,Gemeinde,DEG0C,30.504401124971203,7272.662169527644,6729.926186727076,10311.983673210842,24314.572029465562,24.314572029465563,797.0840643569106
09371131,Illschwang,Gemeinde,DE234,54.032338145661825,7270.429144947787,6727.859805772593,10308.817444328974,24307.10639504935,24.307106395049352,449.86219788456316
09374149,Pressath,Stadt,DE237,66.95013612233187,7267.834725249802,6725.458999484875,10305.138789533277,24298.432514267955,24.298432514267954,362.93328022320446
09190138,Pähl,Gemeinde,DE21N,32.4352242311637,7266.607049877618,6724.322941677784,10303.398055796606,24294.32804735201,24.29432804735201,749.0106396122912
14521530,Schneeberg,Stadt,DED42,23.40402190384611,7262.581573314779,6720.59787381368,10297.690290520959,24280.86973764942,24.28086973764942,1037.4656901880276
14626310,Mittelherwigsdorf,Gemeinde,DED2D,36.16409841870339,7262.202187044909,6720.246799952007,10297.152354765172,24279.60134176209,24.27960134176209,671.3730579055481
14730020,Bad Düben,Stadt,DED53,45.691225424183514,7261.601043391781,6719.690517765527,10296.29998689879,24277.591548056098,24.277591548056098,531.3403464816337
08327049,Trossingen,Stadt,DE137,23.927315926580697,7261.310832575523,6719.421964472885,10295.888493950388,24276.6212909988,24.2766212909988,1014.5986020951921
10046116,Oberthal,Gemeinde,DEC06,23.858630855814905,7260.030800007023,6718.237456722925,10294.07352239803,24272.34177912798,24.272341779127977,1017.3400949037376
09676145,Obernburg a. Main,Stadt,DE269,24.7843889792061,7257.479472801994,6715.876527070489,10290.455968898328,24263.811968770813,24.263811968770813,978.9957698423775
13071037,Galenbeck,Gemeinde,DE80J,93.1091816034294,7253.120528797977,6711.842877395146,10284.275376653854,24249.23878284698,24.24923878284698,260.4387490605312
09676121,Elsenfeld,Gemeinde,DE269,24.768008713407873,7252.6829275698565,6711.437932975077,10283.654897300521,24247.775757845455,24.247775757845456,978.9957698423775
12063274,Seeblick,Gemeinde,DE408,48.54925730854228,7251.918711004402,6710.730747496623,10282.57130664805,24245.220765149075,24.245220765149075,499.39426696200167
03151033,Ummern,Gemeinde,DE914,40.048630783070294,7249.612567194624,6708.5967039711495,10279.301401246115,24237.510672411892,24.237510672411894,605.2019806544243
07131027,Heckenbach,Gemeinde,DEB12,27.38112501588985,7248.561362706695,6707.623947579314,10277.810887419915,24233.996197705925,24.233996197705924,885.0621069675706
09175452,Ebersberger Forst,Gemeindefreies Gebiet,DE218,17.775138333331576,7244.122530919645,6703.516371895781,10271.517021453214,24219.15592426864,24.21915592426864,1362.5298138385442
14522190,Geringswalde,Stadt,DED43,30.063517331172807,7243.921255795462,6703.330117303267,10271.23163135178,24218.48300445051,24.218483004450512,805.5771630998881
06440022,Rockenberg,Gemeinde,DE71E,16.184380100706882,7239.415034904783,6699.160181553684,10264.842213670969,24203.417430129433,24.203417430129434,1495.4800418381367
