old_bus,new_bus,reason,new_id,voltage
37961,12053,substation_simplification,12053,
36193,12053,substation_simplification,12053,
20287,12061,substation_simplification,12061,
35525,12062,substation_simplification,12062,
13275,38521,substation_simplification,38521,
13093,38521,substation_simplification,38521,
12077,38521,substation_simplification,38521,
36633,12093,substation_simplification,12093,
39155,12093,substation_simplification,12093,
12096,12095,substation_simplification,12095,
36912,12095,substation_simplification,12095,
38272,12106,substation_simplification,12106,
37339,39328,substation_simplification,39328,
12111,39328,substation_simplification,39328,
39056,12128,substation_simplification,12128,
39055,12129,substation_simplification,12129,
24024,36325,substation_simplification,36325,
16378,36325,substation_simplification,36325,
12130,36325,substation_simplification,36325,
35881,12131,substation_simplification,12131,
13986,39210,substation_simplification,39210,
13988,39210,substation_simplification,39210,
12132,39210,substation_simplification,39210,
32968,39210,substation_simplification,39210,
35406,39210,substation_simplification,39210,
39282,39210,substation_simplification,39210,
16244,39210,substation_simplification,39210,
25814,39210,substation_simplification,39210,
26267,39210,substation_simplification,39210,
26269,39210,substation_simplification,39210,
38740,12137,substation_simplification,12137,
12141,12137,substation_simplification,12137,
35346,12163,substation_simplification,12163,
28435,12163,substation_simplification,12163,
23723,12163,substation_simplification,12163,
12171,12165,substation_simplification,12165,
12166,12165,substation_simplification,12165,
15905,37282,substation_simplification,37282,
15010,37282,substation_simplification,37282,
12167,37282,substation_simplification,37282,
19785,37282,substation_simplification,37282,
19786,37282,substation_simplification,37282,
15255,37282,substation_simplification,37282,
12185,37282,substation_simplification,37282,
12928,12170,substation_simplification,12170,
12172,12170,substation_simplification,12170,
12922,12170,substation_simplification,12170,
35036,12170,substation_simplification,12170,
35034,12173,substation_simplification,12173,
12925,12173,substation_simplification,12173,
34995,12190,substation_simplification,12190,
34996,12192,substation_simplification,12192,
38578,12195,substation_simplification,12195,
38465,12197,substation_simplification,12197,
18688,39237,substation_simplification,39237,
25601,39237,substation_simplification,39237,
26917,39237,substation_simplification,39237,
25479,39237,substation_simplification,39237,
12200,39237,substation_simplification,39237,
35472,39237,substation_simplification,39237,
32371,39237,substation_simplification,39237,
26906,39237,substation_simplification,39237,
12201,12204,substation_simplification,12204,
12468,12204,substation_simplification,12204,
34991,12221,substation_simplification,12221,
37905,12231,substation_simplification,12231,
37443,12240,substation_simplification,12240,
12243,37796,substation_simplification,37796,
13279,37796,substation_simplification,37796,
38860,12245,substation_simplification,12245,
26788,39192,substation_simplification,39192,
19301,39192,substation_simplification,39192,
26790,39192,substation_simplification,39192,
20148,39192,substation_simplification,39192,
12246,39192,substation_simplification,39192,
31644,39192,substation_simplification,39192,
12364,12363,substation_simplification,12363,
37609,12268,substation_simplification,12268,
39289,12268,substation_simplification,12268,
37145,12279,substation_simplification,12279,
12305,12304,substation_simplification,12304,
34826,12304,substation_simplification,12304,
12306,12304,substation_simplification,12304,
12322,12477,substation_simplification,12477,
37061,12477,substation_simplification,12477,
36652,12325,substation_simplification,12325,
12333,12330,substation_simplification,12330,
16473,35030,substation_simplification,35030,
12334,35030,substation_simplification,35030,
12335,35030,substation_simplification,35030,
12919,35030,substation_simplification,35030,
16472,35030,substation_simplification,35030,
39417,35030,substation_simplification,35030,
13499,35030,substation_simplification,35030,
34993,12344,substation_simplification,12344,
39518,12365,substation_simplification,12365,
38093,12379,substation_simplification,12379,
12388,34904,substation_simplification,34904,
25964,34904,substation_simplification,34904,
18653,34904,substation_simplification,34904,
37362,12402,substation_simplification,12402,
39776,12403,substation_simplification,12403,
29064,12405,substation_simplification,12405,
36788,12405,substation_simplification,12405,
12419,35019,substation_simplification,35019,
15375,35019,substation_simplification,35019,
15376,35019,substation_simplification,35019,
15252,35019,substation_simplification,35019,
34733,12421,substation_simplification,12421,
12473,12472,substation_simplification,12472,
38000,12472,substation_simplification,12472,
34785,12483,substation_simplification,12483,
12484,12483,substation_simplification,12483,
38273,12518,substation_simplification,12518,
12528,38714,substation_simplification,38714,
12626,38714,substation_simplification,38714,
17656,12532,substation_simplification,12532,
38375,12532,substation_simplification,12532,
35299,12538,substation_simplification,12538,
12550,12549,substation_simplification,12549,
12552,38640,substation_simplification,38640,
14166,38640,substation_simplification,38640,
39368,38640,substation_simplification,38640,
13146,12582,substation_simplification,12582,
38838,12582,substation_simplification,12582,
36366,12584,substation_simplification,12584,
36844,12637,substation_simplification,12637,
38424,12648,substation_simplification,12648,
39017,12651,substation_simplification,12651,
36419,12651,substation_simplification,12651,
38686,12683,substation_simplification,12683,
21399,12683,substation_simplification,12683,
39117,12696,substation_simplification,12696,
12723,12726,substation_simplification,12726,
37470,12726,substation_simplification,12726,
38646,12725,substation_simplification,12725,
12729,12728,substation_simplification,12728,
26113,35964,substation_simplification,35964,
14444,35964,substation_simplification,35964,
32305,35964,substation_simplification,35964,
39250,35964,substation_simplification,35964,
12732,35964,substation_simplification,35964,
13501,35964,substation_simplification,35964,
36646,12734,substation_simplification,12734,
12736,38773,substation_simplification,38773,
12743,38773,substation_simplification,38773,
37812,12739,substation_simplification,12739,
38774,12740,substation_simplification,12740,
38197,12741,substation_simplification,12741,
37039,12744,substation_simplification,12744,
12755,37950,substation_simplification,37950,
39295,37950,substation_simplification,37950,
12824,12770,substation_simplification,12770,
12773,12770,substation_simplification,12770,
35514,12771,substation_simplification,12771,
12775,12771,substation_simplification,12771,
15877,34863,substation_simplification,34863,
14313,34863,substation_simplification,34863,
15118,34863,substation_simplification,34863,
13776,34863,substation_simplification,34863,
12785,34863,substation_simplification,34863,
14303,34863,substation_simplification,34863,
35638,12788,substation_simplification,12788,
40048,35132,substation_simplification,35132,
40049,35132,substation_simplification,35132,
12790,35132,substation_simplification,35132,
35135,35132,substation_simplification,35132,
12796,12794,substation_simplification,12794,
37029,12799,substation_simplification,12799,
12802,35392,substation_simplification,35392,
13720,39236,substation_simplification,39236,
12853,39236,substation_simplification,39236,
13446,39236,substation_simplification,39236,
12869,36150,substation_simplification,36150,
15751,36150,substation_simplification,36150,
15753,36150,substation_simplification,36150,
40027,36150,substation_simplification,36150,
40013,36150,substation_simplification,36150,
40014,36150,substation_simplification,36150,
40028,36150,substation_simplification,36150,
18099,36150,substation_simplification,36150,
39349,36150,substation_simplification,36150,
39835,36150,substation_simplification,36150,
39836,36150,substation_simplification,36150,
40029,36150,substation_simplification,36150,
13119,36150,substation_simplification,36150,
35073,12872,substation_simplification,12872,
36634,12874,substation_simplification,12874,
35749,12887,substation_simplification,12887,
38982,12892,substation_simplification,12892,
13547,12906,substation_simplification,12906,
39266,12906,substation_simplification,12906,
13603,38861,substation_simplification,38861,
12907,38861,substation_simplification,38861,
17510,38861,substation_simplification,38861,
12921,12920,substation_simplification,12920,
14788,12920,substation_simplification,12920,
35032,12920,substation_simplification,12920,
38081,12943,substation_simplification,12943,
35825,12948,substation_simplification,12948,
39258,12948,substation_simplification,12948,
36886,12962,substation_simplification,12962,
12993,34811,substation_simplification,34811,
20701,34811,substation_simplification,34811,
20703,34811,substation_simplification,34811,
36468,13092,substation_simplification,13092,
13130,13129,substation_simplification,13129,
37688,13131,substation_simplification,13131,
13638,13131,substation_simplification,13131,
13139,13135,substation_simplification,13135,
13155,36132,substation_simplification,36132,
14373,35152,substation_simplification,35152,
20294,35152,substation_simplification,35152,
14378,35152,substation_simplification,35152,
14574,35152,substation_simplification,35152,
13183,35152,substation_simplification,35152,
13208,35237,substation_simplification,35237,
37088,13212,substation_simplification,13212,
31458,35513,substation_simplification,35513,
13215,35513,substation_simplification,35513,
38705,13225,substation_simplification,13225,
36330,13227,substation_simplification,13227,
36331,13231,substation_simplification,13231,
38572,36732,substation_simplification,36732,
13254,36732,substation_simplification,36732,
13281,13277,substation_simplification,13277,
19443,13277,substation_simplification,13277,
37444,13277,substation_simplification,13277,
38387,13366,substation_simplification,13366,
38386,13368,substation_simplification,13368,
35038,13402,substation_simplification,13402,
39420,13481,substation_simplification,13481,
35391,13481,substation_simplification,13481,
38679,13512,substation_simplification,13512,
39208,27522,substation_simplification,27522,
36645,27522,substation_simplification,27522,
13576,13574,substation_simplification,13574,
13575,13574,substation_simplification,13574,
38664,13577,substation_simplification,13577,
36905,13577,substation_simplification,13577,
13617,13616,substation_simplification,13616,
13619,13618,substation_simplification,13618,
39189,13623,substation_simplification,13623,
13627,13625,substation_simplification,13625,
13628,13625,substation_simplification,13625,
14484,13654,substation_simplification,13654,
37942,13699,substation_simplification,13699,
36946,13702,substation_simplification,13702,
35796,13704,substation_simplification,13704,
38004,13711,substation_simplification,13711,
38005,13713,substation_simplification,13713,
39408,13754,substation_simplification,13754,
35130,13762,substation_simplification,13762,
36571,13780,substation_simplification,13780,
13784,35248,substation_simplification,35248,
35968,13795,substation_simplification,13795,
14429,13795,substation_simplification,13795,
14808,13798,substation_simplification,13798,
36019,13798,substation_simplification,13798,
13799,36007,substation_simplification,36007,
14701,36007,substation_simplification,36007,
38165,13806,substation_simplification,13806,
39300,36146,substation_simplification,36146,
17828,36146,substation_simplification,36146,
13810,36146,substation_simplification,36146,
39198,36146,substation_simplification,36146,
37938,15163,substation_simplification,15163,
37612,13823,substation_simplification,13823,
13825,36813,substation_simplification,36813,
14060,36813,substation_simplification,36813,
22928,36813,substation_simplification,36813,
20274,36813,substation_simplification,36813,
20280,36813,substation_simplification,36813,
13827,13826,substation_simplification,13826,
15544,15542,substation_simplification,15542,
15543,15542,substation_simplification,15542,
15672,13830,substation_simplification,13830,
39394,13830,substation_simplification,13830,
36387,13835,substation_simplification,13835,
38193,13838,substation_simplification,13838,
38745,13850,substation_simplification,13850,
13872,13869,substation_simplification,13869,
38468,13869,substation_simplification,13869,
14213,36081,substation_simplification,36081,
23211,36081,substation_simplification,36081,
36078,36081,substation_simplification,36081,
13884,36081,substation_simplification,36081,
36029,13903,substation_simplification,13903,
15049,38727,substation_simplification,38727,
37295,38727,substation_simplification,38727,
13908,38727,substation_simplification,38727,
15045,13909,substation_simplification,13909,
14284,13912,substation_simplification,13912,
13910,13912,substation_simplification,13912,
37704,39291,substation_simplification,39291,
19658,39291,substation_simplification,39291,
13935,39291,substation_simplification,39291,
17751,39291,substation_simplification,39291,
37861,13937,substation_simplification,13937,
13954,13959,substation_simplification,13959,
20378,13959,substation_simplification,13959,
20379,13959,substation_simplification,13959,
37117,13959,substation_simplification,13959,
21113,36148,substation_simplification,36148,
30994,36148,substation_simplification,36148,
13970,36148,substation_simplification,36148,
14256,35175,substation_simplification,35175,
13973,35175,substation_simplification,35175,
38651,13978,substation_simplification,13978,
13979,13978,substation_simplification,13978,
13981,13980,substation_simplification,13980,
24094,36854,substation_simplification,36854,
13983,36854,substation_simplification,36854,
13991,36165,substation_simplification,36165,
13999,13998,substation_simplification,13998,
35018,13998,substation_simplification,13998,
16799,13998,substation_simplification,13998,
14000,39326,substation_simplification,39326,
37494,39326,substation_simplification,39326,
38121,14003,substation_simplification,14003,
14012,14005,substation_simplification,14005,
38618,14007,substation_simplification,14007,
37750,14013,substation_simplification,14013,
37751,14013,substation_simplification,14013,
36612,14016,substation_simplification,14016,
14445,14016,substation_simplification,14016,
38801,37603,substation_simplification,37603,
36667,14107,substation_simplification,14107,
14108,14107,substation_simplification,14107,
14055,14107,substation_simplification,14107,
14062,38444,substation_simplification,38444,
32645,35014,substation_simplification,35014,
14064,35014,substation_simplification,35014,
14069,35014,substation_simplification,35014,
26012,35014,substation_simplification,35014,
39180,14082,substation_simplification,14082,
37810,14082,substation_simplification,14082,
16212,14082,substation_simplification,14082,
38518,14082,substation_simplification,14082,
22844,14082,substation_simplification,14082,
14078,14082,substation_simplification,14082,
14114,14113,substation_simplification,14113,
14115,14113,substation_simplification,14113,
14104,14113,substation_simplification,14113,
14105,14113,substation_simplification,14113,
15866,14113,substation_simplification,14113,
37647,14122,substation_simplification,14122,
37123,14135,substation_simplification,14135,
35404,14142,substation_simplification,14142,
39414,14142,substation_simplification,14142,
19930,14142,substation_simplification,14142,
19931,14142,substation_simplification,14142,
34887,14164,substation_simplification,14164,
14168,37539,substation_simplification,37539,
26403,37539,substation_simplification,37539,
26434,37539,substation_simplification,37539,
35757,14169,substation_simplification,14169,
39334,14193,substation_simplification,14193,
34926,14193,substation_simplification,14193,
39912,14202,substation_simplification,14202,
39913,14202,substation_simplification,14202,
14203,14202,substation_simplification,14202,
16232,14215,substation_simplification,14215,
34731,14215,substation_simplification,14215,
14224,14229,substation_simplification,14229,
39509,14229,substation_simplification,14229,
14233,14229,substation_simplification,14229,
36763,14229,substation_simplification,14229,
35909,14231,substation_simplification,14231,
37310,14235,substation_simplification,14235,
18813,37095,substation_simplification,37095,
18453,37095,substation_simplification,37095,
14237,37095,substation_simplification,37095,
14243,34901,substation_simplification,34901,
14675,34901,substation_simplification,34901,
14676,34901,substation_simplification,34901,
14646,34901,substation_simplification,34901,
14248,14247,substation_simplification,14247,
38654,14269,substation_simplification,14269,
26457,14282,substation_simplification,14282,
37969,14282,substation_simplification,14282,
38625,35026,substation_simplification,35026,
14294,35026,substation_simplification,35026,
22893,14298,substation_simplification,14298,
35695,14298,substation_simplification,14298,
39475,14305,substation_simplification,14305,
36288,14310,substation_simplification,14310,
37979,14321,substation_simplification,14321,
36153,14328,substation_simplification,14328,
16463,14328,substation_simplification,14328,
38614,14330,substation_simplification,14330,
36920,14331,substation_simplification,14331,
14340,36025,substation_simplification,36025,
14693,36025,substation_simplification,36025,
14628,36025,substation_simplification,36025,
18666,36025,substation_simplification,36025,
36085,14342,substation_simplification,14342,
14344,35782,substation_simplification,35782,
16697,35782,substation_simplification,35782,
15932,35782,substation_simplification,35782,
22045,35782,substation_simplification,35782,
14353,14352,substation_simplification,14352,
14355,14352,substation_simplification,14352,
36166,14352,substation_simplification,14352,
14362,34886,substation_simplification,34886,
35889,14374,substation_simplification,14374,
14387,38445,substation_simplification,38445,
39371,14392,substation_simplification,14392,
19667,14393,substation_simplification,14393,
38356,14393,substation_simplification,14393,
38251,14394,substation_simplification,14394,
39515,14396,substation_simplification,14396,
39372,14397,substation_simplification,14397,
39296,37878,substation_simplification,37878,
39523,37878,substation_simplification,37878,
15881,37878,substation_simplification,37878,
14410,37878,substation_simplification,37878,
35900,14433,substation_simplification,14433,
35576,14439,substation_simplification,14439,
38936,14452,substation_simplification,14452,
38145,14461,substation_simplification,14461,
26049,38143,substation_simplification,38143,
26884,38143,substation_simplification,38143,
25258,38143,substation_simplification,38143,
31120,38143,substation_simplification,38143,
14463,38143,substation_simplification,38143,
38437,14470,substation_simplification,14470,
14472,38882,substation_simplification,38882,
39114,38882,substation_simplification,38882,
39115,38882,substation_simplification,38882,
39116,38882,substation_simplification,38882,
38582,38882,substation_simplification,38882,
38435,14475,substation_simplification,14475,
14488,14487,substation_simplification,14487,
14489,14487,substation_simplification,14487,
38599,14487,substation_simplification,14487,
38696,14498,substation_simplification,14498,
14550,14502,substation_simplification,14502,
34989,14507,substation_simplification,14507,
14510,14507,substation_simplification,14507,
37482,14524,substation_simplification,14524,
38328,14542,substation_simplification,14542,
37265,14546,substation_simplification,14546,
14576,14551,substation_simplification,14551,
37267,14551,substation_simplification,14551,
38129,14557,substation_simplification,14557,
37903,14560,substation_simplification,14560,
35161,14569,substation_simplification,14569,
39039,14578,substation_simplification,14578,
37000,14584,substation_simplification,14584,
14589,35037,substation_simplification,35037,
31856,35037,substation_simplification,35037,
25629,35037,substation_simplification,35037,
14585,35037,substation_simplification,35037,
39167,14595,substation_simplification,14595,
36323,14604,substation_simplification,14604,
35129,14625,substation_simplification,14625,
15707,14631,substation_simplification,14631,
36405,14631,substation_simplification,14631,
14635,14632,substation_simplification,14632,
40142,14632,substation_simplification,14632,
19782,14633,substation_simplification,14633,
19787,14633,substation_simplification,14633,
19788,14633,substation_simplification,14633,
38891,14633,substation_simplification,14633,
35995,14639,substation_simplification,14639,
14638,14639,substation_simplification,14639,
37635,36079,substation_simplification,36079,
22407,36079,substation_simplification,36079,
14643,36079,substation_simplification,36079,
38327,36079,substation_simplification,36079,
36338,14670,substation_simplification,14670,
14680,14679,substation_simplification,14679,
14681,14679,substation_simplification,14679,
38282,14703,substation_simplification,14703,
37804,14705,substation_simplification,14705,
37177,14727,substation_simplification,14727,
14731,14730,substation_simplification,14730,
36276,14730,substation_simplification,14730,
40017,14734,substation_simplification,14734,
14735,14734,substation_simplification,14734,
14739,36773,substation_simplification,36773,
36668,14742,substation_simplification,14742,
14743,14742,substation_simplification,14742,
37001,14750,substation_simplification,14750,
35342,14794,substation_simplification,14794,
15005,37333,substation_simplification,37333,
17714,37333,substation_simplification,37333,
14854,37333,substation_simplification,37333,
38925,14898,substation_simplification,14898,
38096,14902,substation_simplification,14902,
39140,14904,substation_simplification,14904,
36654,14904,substation_simplification,14904,
35619,14915,substation_simplification,14915,
31011,35543,substation_simplification,35543,
25894,35543,substation_simplification,35543,
14922,35543,substation_simplification,35543,
26477,35543,substation_simplification,35543,
38382,35543,substation_simplification,35543,
35295,14955,substation_simplification,14955,
15006,15002,substation_simplification,15002,
38687,15002,substation_simplification,15002,
20046,35902,substation_simplification,35902,
15003,35902,substation_simplification,35902,
17757,35902,substation_simplification,35902,
37286,15017,substation_simplification,15017,
34819,15021,substation_simplification,15021,
39321,35321,substation_simplification,35321,
15092,35321,substation_simplification,35321,
15022,35321,substation_simplification,35321,
37465,15028,substation_simplification,15028,
30533,39409,substation_simplification,39409,
39407,39409,substation_simplification,39409,
26447,39409,substation_simplification,39409,
26449,39409,substation_simplification,39409,
15030,39409,substation_simplification,39409,
30200,39409,substation_simplification,39409,
39287,15065,substation_simplification,15065,
39960,15065,substation_simplification,15065,
37467,15065,substation_simplification,15065,
39961,15065,substation_simplification,15065,
15078,36575,substation_simplification,36575,
15080,15086,substation_simplification,15086,
36576,15083,substation_simplification,15083,
36528,15085,substation_simplification,15085,
36191,15130,substation_simplification,15130,
35257,15202,substation_simplification,15202,
40271,15202,substation_simplification,15202,
15228,15232,substation_simplification,15232,
15230,15229,substation_simplification,15229,
15237,15236,substation_simplification,15236,
35192,15291,substation_simplification,15291,
15310,15308,substation_simplification,15308,
15311,15308,substation_simplification,15308,
15312,15308,substation_simplification,15308,
15313,15308,substation_simplification,15308,
15320,15319,substation_simplification,15319,
39025,15330,substation_simplification,15330,
37336,15333,substation_simplification,15333,
37324,15335,substation_simplification,15335,
35928,15344,substation_simplification,15344,
36065,15346,substation_simplification,15346,
36111,15352,substation_simplification,15352,
15386,15385,substation_simplification,15385,
35553,15385,substation_simplification,15385,
35061,15408,substation_simplification,15408,
34948,15410,substation_simplification,15410,
37613,15518,substation_simplification,15518,
15519,15518,substation_simplification,15518,
38139,15535,substation_simplification,15535,
36525,15609,substation_simplification,15609,
38747,15642,substation_simplification,15642,
39379,15744,substation_simplification,15744,
38132,15745,substation_simplification,15745,
38744,15822,substation_simplification,15822,
37722,15871,substation_simplification,15871,
28412,15871,substation_simplification,15871,
39528,15874,substation_simplification,15874,
38790,15902,substation_simplification,15902,
32538,36726,substation_simplification,36726,
15925,36726,substation_simplification,36726,
16117,36726,substation_simplification,36726,
34762,15927,substation_simplification,15927,
26517,15927,substation_simplification,15927,
15930,15928,substation_simplification,15928,
16740,15928,substation_simplification,15928,
16411,15939,substation_simplification,15939,
35005,15939,substation_simplification,15939,
15945,15946,substation_simplification,15946,
17273,15946,substation_simplification,15946,
17299,16397,substation_simplification,16397,
16399,16397,substation_simplification,16397,
16121,16122,substation_simplification,16122,
16690,16122,substation_simplification,16122,
16037,15956,substation_simplification,15956,
35124,15956,substation_simplification,15956,
15960,36811,substation_simplification,36811,
16593,36811,substation_simplification,36811,
31832,36811,substation_simplification,36811,
27322,36811,substation_simplification,36811,
29371,36811,substation_simplification,36811,
27325,36811,substation_simplification,36811,
15972,15969,substation_simplification,15969,
17374,15969,substation_simplification,15969,
16570,16286,substation_simplification,16286,
16287,16286,substation_simplification,16286,
16001,35302,substation_simplification,35302,
16846,35302,substation_simplification,35302,
15975,35302,substation_simplification,35302,
33574,39227,substation_simplification,39227,
17481,39227,substation_simplification,39227,
26570,39227,substation_simplification,39227,
16204,39227,substation_simplification,39227,
36365,39227,substation_simplification,39227,
15984,39227,substation_simplification,39227,
18365,39227,substation_simplification,39227,
16000,15996,substation_simplification,15996,
16563,15996,substation_simplification,15996,
32401,38171,substation_simplification,38171,
16957,38171,substation_simplification,38171,
15998,38171,substation_simplification,38171,
35659,16011,substation_simplification,16011,
37824,16035,substation_simplification,16035,
29365,16035,substation_simplification,16035,
35410,16041,substation_simplification,16041,
35884,16054,substation_simplification,16054,
35885,16055,substation_simplification,16055,
