cluster_0,cluster_1,name_0,name_1,voltage_kv,egon_segments,egon_max_cables,egon_circuits,jao_single_hop,jao_multi_hop,jao_total_traversals,diff_vs_single,diff_vs_total,egon_length_km,cables_detail,sh_names,mh_names
osm_927298923,spatial_39204,Ostwind 1,spatial_39204,220.0,1,3,1,0,0,0,,,0.8,[3],,
osm_92877635,spatial_5216,NA,spatial_5216,220.0,2,3,1,0,0,0,,,3.0,"[3, 3]",,
osm_93278553,spatial_3826,Station Edelstahl Krefeld,spatial_3826,220.0,2,3,1,1,1,2,0.0,-1.0,5.2,"[3, 3]",Y-Edelstahl (-Duelken - Utfort) UTFORT W ,Duelken - Osterath FICHTH O 
osm_933248930,spatial_348,Erweiterung Umspannwerk Weier,spatial_348,220.0,2,3,1,0,2,2,,-1.0,54.8,"[3, 3]",,Buehl - Weier gn; Y-Weier (-Daxlanden - Kuppenheim) ge
osm_933248930,spatial_36732,Erweiterung Umspannwerk Weier,spatial_36732,220.0,1,6,2,0,2,2,,0.0,48.9,[6],,Eichstetten - Weier ge; Eichstetten - Weier rt
osm_93341407,spatial_40333,Umspannwerk Mechlenreuth,spatial_40333,220.0,1,3,1,0,0,0,,,40.5,[3],,
osm_940636813,spatial_579,Umspannwerk Malchow,spatial_579,380.0,1,3,1,0,1,1,,0.0,3.8,[3],,Altentreptow/Süd - Malchow 518
osm_940922557,osm_941198517,Umspannwerk Ragow,Umspannwerk Preilack,380.0,2,3,1,2,0,2,-1.0,-1.0,85.4,"[3, 3]",Ragow - Preilack 539; Ragow - Preilack 540,
osm_940922557,spatial_1145,Umspannwerk Ragow,spatial_1145,380.0,1,3,1,0,2,2,,-1.0,61.2,[3],,Wustermark - Ragow 521-525; Thyrow - Ragow 522
osm_940922557,spatial_11839,Umspannwerk Ragow,spatial_11839,380.0,2,3,1,0,0,0,,,126.9,"[3, 3]",,
osm_941198517,spatial_12587,Umspannwerk Preilack,spatial_12587,380.0,2,3,1,2,0,2,-1.0,-1.0,76.5,"[3, 3]",Eisenhüttenstadt (Abzweig) - Preilack 547-1; Eisenhüttenstadt (Abzweig) - Preilack 548-1,
osm_941198517,spatial_15946,Umspannwerk Preilack,spatial_15946,380.0,2,3,1,0,0,0,,,12.6,"[3, 3]",,
osm_941453716,spatial_139,Umspannwerk Siedenbrünzow,spatial_139,380.0,1,3,1,0,2,2,,-1.0,49.9,[3],,Siedenbrünzow - Güstrow 512; Siedenbrünzow - Putlitz/Süd 513
osm_941453716,spatial_40350,Umspannwerk Siedenbrünzow,spatial_40350,380.0,1,3,1,0,0,0,,,26.4,[3],,
osm_941805476,osm_942771541,Umspannwerk Schmölln,Umspannwerk Dresden Süd,380.0,1,3,1,2,0,2,-1.0,-1.0,35.5,[3],Schmölln - Dresden/Süd 555; Schmölln - Dresden/Süd 556,
osm_941805476,spatial_40236,Umspannwerk Schmölln,spatial_40236,380.0,1,3,1,0,0,0,,,28.5,[3],,
osm_942771541,spatial_40236,Umspannwerk Dresden Süd,spatial_40236,380.0,1,3,1,0,0,0,,,7.0,[3],,
osm_943939310,spatial_11836,Förderstedt 380 kV,spatial_11836,380.0,2,3,1,0,4,4,,-3.0,19.8,"[3, 3]",,Wolmirstedt - Förderstedt 437; Wolmirstedt - Förderstedt 438; Förderstedt - Ragow 531; Förderstedt - Jessen/Nord 533
osm_946025110,spatial_787,Umspannwerk Marke,spatial_787,380.0,2,3,1,0,2,2,,-1.0,55.5,"[3, 3]",,Jessen/Nord - Marke 500; Marke - Lauchstädt 504
osm_946206351,spatial_10271,Umspannwerk Eula,spatial_10271,220.0,1,3,1,0,3,3,,-2.0,0.3,[3],,Eula - Weida 208; Eula - Wolkramshausen 357; Eula - Wolkramshausen 358
osm_946710698,spatial_39427,Umspannwerk Lüdershagen,spatial_39427,220.0,2,3,1,0,2,2,,-1.0,112.1,"[3, 3]",,Lubmin - Lüdershagen 313; Lubmin - Lüdershagen 314
osm_946969736,spatial_39873,Umspannwerk Klixbüll-Süd,spatial_39873,380.0,1,6,2,0,0,0,,,16.7,[6],,
osm_952004951,spatial_10705,Hardegsen,spatial_10705,220.0,1,3,1,2,0,2,-1.0,-1.0,29.8,[3],Y-Erzhausen (-Hardegsen - Lehrte) 2; Y-Erzhausen (-Hardegsen - Godenau - Goettingen) 3,
osm_952346322,osm_979801144,Station Gronau,Kottigerhook 380 kV,380.0,2,3,1,0,2,2,,-1.0,3.4,"[3, 3]",,Gronau - Kusenhorst HAMALD ; Y-Hanekenfaehr (-Kottigerhook - Kusenhorst) MUENST 
osm_952346322,spatial_3071,Station Gronau,spatial_3071,380.0,2,3,1,0,2,2,,-1.0,88.8,"[3, 3]",,Gronau - Hanekenfaehr GRONAU W ; Y-Hanekenfaehr (-Kottigerhook - Kusenhorst) MUENST 
osm_952346322,spatial_7680,Station Gronau,spatial_7680,380.0,2,3,1,0,0,0,,,7.5,"[3, 3]",,
osm_953015049,spatial_8044,Ohlensehlen,spatial_8044,380.0,1,3,1,0,1,1,,0.0,8.0,[3],,Landesbergen - Ohlensehlen 1
osm_953015049,spatial_9270,Ohlensehlen,spatial_9270,380.0,1,3,1,1,1,2,0.0,-1.0,41.8,[3],Y-Ohlensehlen (-St. Huelfe - Wehrendorf) DUEMM S1    ,Ohlensehlen - Wehrendorf DS1
osm_95434457,spatial_3483,KW Neurath,spatial_3483,380.0,2,3,1,0,0,0,,,5.0,"[3, 3]",,
osm_955268863,spatial_1366,Umspannwerk Sottrum,spatial_1366,220.0,1,3,1,0,2,2,,-1.0,29.3,[3],,Sottrum - Blockland blau; Y-Huntorf (-Sottrum - Conneforde) gelb
osm_955268863,spatial_39331,Umspannwerk Sottrum,spatial_39331,380.0,1,3,1,0,4,4,,-3.0,0.3,[3],,Ovenstaedt - Sottrum 3; Sottrum - Dollern gruen; Landesbergen - Sottrum 2; Sottrum - Dollern schwarz
osm_955268863,spatial_8061,Umspannwerk Sottrum,spatial_8061,220.0,2,3,1,0,2,2,,-1.0,67.7,"[3, 3]",,Y-Wechold (-Sottrum - Landesbergen) rot/1; Y-Wechold (-Sottrum - Landesbergen) gelb/2
osm_957746797,spatial_13791,Bechterdissen,spatial_13791,220.0,1,3,1,0,0,0,,,11.8,[3],,
osm_957746797,spatial_14192,Bechterdissen,spatial_14192,220.0,1,3,1,0,3,3,,-2.0,1.6,[3],,Bechterdissen - Veltheim A01; Bechterdissen - Lage A03; Veltheim - Bechterdissen A07
osm_957746797,spatial_35192,Bechterdissen,spatial_35192,220.0,1,3,1,0,0,0,,,2.2,[3],,
osm_957746797,spatial_8058,Bechterdissen,spatial_8058,380.0,2,3,1,0,4,4,,-3.0,0.5,"[3, 3]",,Bechterdissen - Eickum 1; Bechterdissen - Eickum 3; Guetersloh - Bechterdissen SN2; Guetersloh - Bechterdissen SS1
osm_963454861,spatial_10482,Biblis A,spatial_10482,380.0,2,6,2,0,0,0,,,2.1,"[3, 6]",,
osm_97825259,spatial_13952,Umspannwerk Marbach,spatial_13952,220.0,2,6,2,0,0,0,,,4.4,"[6, 6]",,
osm_97825259,spatial_14356,Umspannwerk Marbach,spatial_14356,220.0,1,3,1,0,1,1,,0.0,2.2,[3],,Marbach - Pulverdingen gn
osm_979801144,spatial_4606,Kottigerhook 380 kV,spatial_4606,220.0,1,3,1,0,1,1,,0.0,48.9,[3],,Y-Hanekenfaehr (-Gronau - Kusenhorst) GRAFSH W 
osm_989023390,spatial_5759,Station Handbach,spatial_5759,220.0,1,3,1,0,0,0,,,4.6,[3],,
spatial_10271,spatial_10272,spatial_10271,spatial_10272,220.0,2,3,1,0,1,1,,0.0,20.4,"[3, 3]",,Eula - Weida 208
spatial_10272,spatial_39245,spatial_10272,spatial_39245,220.0,2,3,1,0,0,0,,,81.8,"[3, 3]",,
spatial_10371,spatial_39967,spatial_10371,spatial_39967,220.0,1,3,1,0,0,0,,,33.6,[3],,
spatial_10390,spatial_10391,spatial_10390,spatial_10391,220.0,2,3,1,0,0,0,,,154.0,"[3, 3]",,
spatial_10424,spatial_10425,spatial_10424,spatial_10425,380.0,2,3,1,0,2,2,,-1.0,1.8,"[3, 3]",,Y-Geithe (-Lippborg - Uentrop) GEITHE W ; Y-Kruckel (-Lippborg - Uentrop) HAARST O 
spatial_10425,spatial_3278,spatial_10425,spatial_3278,380.0,1,3,1,0,2,2,,-1.0,0.2,[3],,Y-Geithe (-Lippborg - Uentrop) GEITHE W ; Y-Kruckel (-Lippborg - Uentrop) HAARST O 
spatial_10425,spatial_3282,spatial_10425,spatial_3282,380.0,1,3,1,0,0,0,,,0.6,[3],,
spatial_10481,spatial_10482,spatial_10481,spatial_10482,380.0,2,3,1,0,0,0,,,0.6,"[3, 3]",,
spatial_10481,spatial_158,spatial_10481,spatial_158,380.0,2,3,1,0,0,0,,,0.7,"[3, 3]",,
spatial_10481,spatial_159,spatial_10481,spatial_159,380.0,1,3,1,0,0,0,,,0.3,[3],,
spatial_10482,spatial_159,spatial_10482,spatial_159,380.0,1,3,1,0,0,0,,,0.4,[3],,
spatial_11188,spatial_40143,spatial_11188,spatial_40143,220.0,1,3,1,0,0,0,,,1.6,[3],,
spatial_114,spatial_115,spatial_114,spatial_115,380.0,1,3,1,0,2,2,,-1.0,30.0,[3],,Wilster/W - Stade/W gelb; Dollern - Wilster/W rot
spatial_114,spatial_120,spatial_114,spatial_120,380.0,2,3,1,0,2,2,,-1.0,4.3,"[3, 3]",,Wilster/W - Stade/W gelb; Dollern - Wilster/W rot
spatial_115,spatial_122,spatial_115,spatial_122,380.0,1,3,1,0,4,4,,-3.0,6.8,[3],,Kummerfeld - Dollern gruen; Wilster/W - Stade/W gelb; Dollern - Wilster/W rot; Hamburg/N - Dollern blau
spatial_117,spatial_120,spatial_117,spatial_120,380.0,2,3,1,0,2,2,,-1.0,8.4,"[3, 3]",,Wilster/W - Stade/W gelb; Dollern - Wilster/W rot
spatial_11803,spatial_11804,spatial_11803,spatial_11804,220.0,2,3,1,0,1,1,,0.0,9.9,"[3, 3]",,Pirach - Pleinting 257
spatial_11803,spatial_11807,spatial_11803,spatial_11807,220.0,4,3,1,0,0,0,,,9.2,"[3, 3, 3, 3]",,
spatial_11804,spatial_11806,spatial_11804,spatial_11806,220.0,2,3,1,0,3,3,,-2.0,21.3,"[3, 3]",,Y-Simbach (-Altheim - St. Peter) 233/230; Y-Simbach (-Altheim - St. Peter) 234/230; Pirach - Pleinting 257
spatial_11804,spatial_39899,spatial_11804,spatial_39899,220.0,1,3,1,0,0,0,,,9.2,[3],,
spatial_11806,spatial_12093,spatial_11806,spatial_12093,220.0,1,3,1,0,2,2,,-1.0,59.4,[3],,Y-Simbach (-Altheim - St. Peter) 233/230; Y-Simbach (-Altheim - St. Peter) 234/230
spatial_11806,spatial_39899,spatial_11806,spatial_39899,220.0,1,3,1,0,0,0,,,1.5,[3],,
spatial_11806,spatial_40005,spatial_11806,spatial_40005,220.0,1,3,1,0,0,0,,,23.3,[3],,
spatial_11836,spatial_11839,spatial_11836,spatial_11839,380.0,2,3,1,0,2,2,,-1.0,210.6,"[3, 3]",,Förderstedt - Ragow 531; Förderstedt - Jessen/Nord 533
spatial_11869,spatial_11870,spatial_11869,spatial_11870,380.0,2,3,1,0,1,1,,0.0,20.5,"[3, 3]",,Asphard - Kuehmoos rt (Wehra)
spatial_11869,spatial_11872,spatial_11869,spatial_11872,380.0,1,3,1,0,0,0,,,18.3,[3],,
spatial_11869,spatial_15325,spatial_11869,spatial_15325,380.0,2,3,1,0,1,1,,0.0,20.2,"[3, 3]",,Asphard - Kuehmoos rt (Wehra)
spatial_11996,spatial_12000,spatial_11996,spatial_12000,220.0,1,3,1,0,0,0,,,15.1,[3],,
spatial_11996,spatial_12939,spatial_11996,spatial_12939,220.0,2,3,1,0,0,0,,,30.6,"[3, 3]",,
spatial_12000,spatial_12939,spatial_12000,spatial_12939,220.0,1,3,1,0,0,0,,,0.2,[3],,
spatial_12024,spatial_12025,spatial_12024,spatial_12025,380.0,1,3,1,0,2,2,,-1.0,9.8,[3],,Borken - Giessen/N 2; Borken - Giessen/N 1
spatial_12024,spatial_40041,spatial_12024,spatial_40041,380.0,1,3,1,0,0,0,,,4.7,[3],,
spatial_12025,spatial_40041,spatial_12025,spatial_40041,380.0,1,3,1,0,0,0,,,5.1,[3],,
spatial_12061,spatial_12068,spatial_12061,spatial_12068,380.0,1,3,1,0,2,2,,-1.0,2.3,[3],,Y-Hoheneck (-Herbertingen - Metzingen) sw; Y-Metzingen (-Herbertingen - Hoheneck) sw
spatial_12068,spatial_35136,spatial_12068,spatial_35136,380.0,1,3,1,0,0,0,,,62.7,[3],,
spatial_12093,spatial_40005,spatial_12093,spatial_40005,220.0,1,3,1,0,0,0,,,36.1,[3],,
spatial_1249,spatial_1253,spatial_1249,spatial_1253,380.0,1,3,1,0,2,2,,-1.0,27.3,[3],,Engstlatt - Trossingen rt; Y-Engstlatt (-Kuehmoos - Villingen) gn
spatial_1249,spatial_40203,spatial_1249,spatial_40203,380.0,1,3,1,0,0,0,,,13.5,[3],,
spatial_1253,spatial_1256,spatial_1253,spatial_1256,380.0,1,3,1,0,2,2,,-1.0,19.2,[3],,Y-Engstlatt (-Kuehmoos - Villingen) gn; Laufenburg - Trossingen rt
spatial_1253,spatial_40203,spatial_1253,spatial_40203,380.0,1,3,1,0,0,0,,,13.8,[3],,
spatial_1256,spatial_1268,spatial_1256,spatial_1268,380.0,1,3,1,0,2,2,,-1.0,60.0,[3],,Y-Kuehmoos (-Engstlatt - Villingen) gn; Laufenburg - Trossingen rt
spatial_1265,spatial_1266,spatial_1265,spatial_1266,380.0,2,3,1,0,0,0,,,5.8,"[3, 3]",,
spatial_1265,spatial_1267,spatial_1265,spatial_1267,380.0,2,3,1,0,4,4,,-3.0,13.3,"[3, 3]",,Y-Kuehmoos (-Engstlatt - Villingen) gn; Kuehmoos - Laufenburg br (Heimbach); Kuehmoos - Laufenburg ge (Seelbach); Kuehmoos - Laufenburg rt (Murg)
spatial_1266,spatial_1267,spatial_1266,spatial_1267,380.0,2,3,1,0,0,0,,,7.6,"[3, 3]",,
spatial_1266,spatial_15393,spatial_1266,spatial_15393,380.0,1,3,1,0,0,0,,,5.0,[3],,
spatial_12666,spatial_39246,spatial_12666,spatial_39246,380.0,2,3,1,0,0,0,,,103.7,"[3, 3]",,
spatial_1267,spatial_1268,spatial_1267,spatial_1268,380.0,1,3,1,0,1,1,,0.0,0.4,[3],,Y-Kuehmoos (-Engstlatt - Villingen) gn
spatial_1267,spatial_14889,spatial_1267,spatial_14889,380.0,4,3,1,0,3,3,,-2.0,4.7,"[3, 3, 3, 3]",,Kuehmoos - Laufenburg br (Heimbach); Kuehmoos - Laufenburg ge (Seelbach); Kuehmoos - Laufenburg rt (Murg)
spatial_1268,spatial_14889,spatial_1268,spatial_14889,380.0,2,3,1,0,2,2,,-1.0,2.2,"[3, 3]",,Laufenburg - Tiengen ANDLSB      ; Laufenburg - Trossingen rt
spatial_12770,spatial_8739,spatial_12770,spatial_8739,380.0,2,3,1,0,2,2,,-1.0,46.2,"[3, 3]",,Meitingen - Oberottmarshausen AUGSBU O ; Lechhausen - Meitingen LECHHA W 
spatial_12946,spatial_39246,spatial_12946,spatial_39246,380.0,2,3,1,0,0,0,,,52.4,"[3, 3]",,
spatial_13135,spatial_14632,spatial_13135,spatial_14632,380.0,2,3,1,0,2,2,,-1.0,27.2,"[3, 3]",,Bergrheinfeld/W - Grosskrotzenburg 417; Aschaffenburg - Grosskrotzenburg 412
spatial_13179,spatial_36732,spatial_13179,spatial_36732,220.0,1,3,1,0,0,0,,,17.0,[3],,
spatial_1361,spatial_35025,spatial_1361,spatial_35025,220.0,1,3,1,0,2,2,,-1.0,7.9,[3],,Y-Huntorf (-Blockland - Conneforde) weiss; Y-Huntorf (-Sottrum - Conneforde) gelb
spatial_13651,spatial_13654,spatial_13651,spatial_13654,380.0,1,3,1,0,2,2,,-1.0,33.5,[3],,Y-Pulverdingen (-Bruchsal - Philippsburg) ws; Y-Pulverdingen (-Bruchsal/Kaendelweg -Philippsburg) rt
spatial_13651,spatial_39845,spatial_13651,spatial_39845,380.0,1,3,1,0,0,0,,,1.3,[3],,
spatial_1366,spatial_35025,spatial_1366,spatial_35025,220.0,1,3,1,0,2,2,,-1.0,29.0,[3],,Y-Huntorf (-Blockland - Conneforde) weiss; Y-Huntorf (-Sottrum - Conneforde) gelb
spatial_13826,spatial_14018,spatial_13826,spatial_14018,220.0,1,3,1,0,1,1,,0.0,22.1,[3],,Kuehmoos - Tiengen gr
spatial_13826,spatial_15543,spatial_13826,spatial_15543,220.0,1,3,1,0,0,0,,,1.2,[3],,
spatial_13868,spatial_13871,spatial_13868,spatial_13871,380.0,1,3,1,0,1,1,,0.0,4.6,[3],,Y-Neurott (-Hueffenhardt - Wiesloch) ge
spatial_139,spatial_40350,spatial_139,spatial_40350,380.0,1,3,1,0,0,0,,,23.5,[3],,
spatial_13952,spatial_13953,spatial_13952,spatial_13953,220.0,1,6,2,0,0,0,,,9.9,[6],,
spatial_13952,spatial_35634,spatial_13952,spatial_35634,220.0,1,6,2,0,0,0,,,9.1,[6],,
spatial_13955,spatial_35220,spatial_13955,spatial_35220,220.0,1,6,2,0,0,0,,,1.3,[6],,
spatial_13957,spatial_35220,spatial_13957,spatial_35220,220.0,1,3,1,0,0,0,,,2.9,[3],,
spatial_14018,spatial_14024,spatial_14018,spatial_14024,220.0,1,3,1,0,0,0,,,4.5,[3],,
spatial_14632,spatial_40141,spatial_14632,spatial_40141,380.0,1,3,1,0,0,0,,,1.6,[3],,
spatial_15065,spatial_15068,spatial_15065,spatial_15068,220.0,2,3,1,0,2,2,,-1.0,85.2,"[3, 3]",,Hamburg/N - Luebeck rot; Hamburg/N - Luebeck gelb
spatial_15321,spatial_15325,spatial_15321,spatial_15325,380.0,1,3,1,0,4,4,,-3.0,5.5,[3],,Daxlanden - Kuehmoos ge; Eichstetten - Kuehmoos gn; Eichstetten - Kuehmoos rt; Asphard - Kuehmoos rt (Wehra)
spatial_15321,spatial_15329,spatial_15321,spatial_15329,380.0,2,3,1,0,4,4,,-3.0,1.4,"[3, 3]",,Daxlanden - Kuehmoos ge; Eichstetten - Kuehmoos gn; Eichstetten - Kuehmoos rt; Asphard - Kuehmoos rt (Wehra)
spatial_15321,spatial_15393,spatial_15321,spatial_15393,380.0,1,3,1,0,0,0,,,0.4,[3],,
spatial_15325,spatial_15393,spatial_15325,spatial_15393,380.0,2,3,1,0,0,0,,,10.4,"[3, 3]",,
spatial_15325,spatial_38812,spatial_15325,spatial_38812,380.0,2,6,2,0,0,0,,,13.4,"[6, 3]",,
spatial_15328,spatial_15329,spatial_15328,spatial_15329,380.0,2,3,1,0,0,0,,,0.5,"[3, 3]",,
spatial_15328,spatial_38812,spatial_15328,spatial_38812,380.0,1,3,1,0,0,0,,,0.6,[3],,
spatial_15543,spatial_9402,spatial_15543,spatial_9402,220.0,1,3,1,0,0,0,,,22.2,[3],,
spatial_15616,spatial_38513,spatial_15616,spatial_38513,220.0,2,6,2,0,0,0,,,0.7,"[6, 6]",,
spatial_158,spatial_159,spatial_158,spatial_159,380.0,2,3,1,0,2,2,,-1.0,1.2,"[3, 3]",,Buerstadt - Pfungstadt RIED O ; Y-Buerstadt (-Bischofsheim - Pfungstadt) RIED W 
spatial_1592,spatial_17890,spatial_1592,spatial_17890,380.0,1,3,1,0,0,0,,,19.4,[3],,
spatial_17700,spatial_39126,spatial_17700,spatial_39126,380.0,2,3,1,0,0,0,,,6.8,"[3, 3]",,
spatial_1815,spatial_39914,spatial_1815,spatial_39914,380.0,2,3,1,0,2,2,,-1.0,11.7,"[3, 3]",,Emscherbruch - Kusenhorst WEHOLT O ; Y-Kusenhorst (-Huellen - Mengede) WESTFL W 
spatial_18491,spatial_35564,spatial_18491,spatial_35564,380.0,1,3,1,0,0,0,,,1.4,[3],,
spatial_19915,spatial_19916,spatial_19915,spatial_19916,380.0,2,3,1,0,2,2,,-1.0,1.5,"[3, 3]",,St. Barbara - Mittelbexbach HAGARD O ; St. Barbara - Mittelbexbach HAGARD W 
spatial_20241,spatial_39449,spatial_20241,spatial_39449,380.0,2,3,1,0,2,2,,-1.0,12.4,"[3, 3]",,Conneforde - Emden/O gelb; Conneforde/O - Emden/O blau
spatial_20241,spatial_39468,spatial_20241,spatial_39468,380.0,1,3,1,0,0,0,,,1.1,[3],,
spatial_2078,spatial_2087,spatial_2078,spatial_2087,380.0,2,3,1,0,4,4,,-3.0,15.6,"[3, 3]",,Hanekenfaehr - Westerkappeln BRAMGAU ; Hanekenfaehr - Meppen MEPPEN ; Hanekenfaehr - Wehrendorf NSACHS S ; Hanekenfaehr - Doerpen/W EWBL
spatial_2078,spatial_3071,spatial_2078,spatial_3071,380.0,1,3,1,0,4,4,,-3.0,1.3,[3],,Gronau - Hanekenfaehr GRONAU W ; Y-Hanekenfaehr (-Kottigerhook - Kusenhorst) MUENST ; Y-Hanekenfaehr (-Oechtel - Roxel) ROXEL O ; Y-Hanekenfaehr (-Gersteinwerk - Uentrop) UENTRO N 
spatial_2087,spatial_2090,spatial_2087,spatial_2090,380.0,1,3,1,0,2,2,,-1.0,28.2,[3],,Hanekenfaehr - Westerkappeln BRAMGAU ; Hanekenfaehr - Wehrendorf NSACHS S 
spatial_2233,spatial_5042,spatial_2233,spatial_5042,220.0,2,9,3,0,0,0,,,6.7,"[3, 9]",,
spatial_2335,spatial_2338,spatial_2335,spatial_2338,220.0,1,3,1,0,1,1,,0.0,7.5,[3],,Y-Gersteinwerk (-Poeppingshausen - Ruhrzink) CAPPEN N 
spatial_2335,spatial_2341,spatial_2335,spatial_2341,220.0,2,3,1,0,2,2,,-1.0,4.6,"[3, 3]",,Y-Gersteinwerk (-Poeppingshausen - Ruhrzink) CAPPEN N ; Y-Elmenhorst (-Poeppinghausen - Ruhrzink) ELMENH S 
spatial_2335,spatial_3240,spatial_2335,spatial_3240,220.0,1,3,1,0,1,1,,0.0,3.7,[3],,Y-Elmenhorst (-Poeppinghausen - Ruhrzink) ELMENH S 
spatial_2338,spatial_3240,spatial_2338,spatial_3240,220.0,1,3,1,0,1,1,,0.0,3.8,[3],,Elmenhorst - Gersteinwerk CAPPEN S 
spatial_2393,spatial_2394,spatial_2393,spatial_2394,380.0,1,3,1,0,1,1,,0.0,0.5,[3],,Y-Buescherhof (-Karnap - Rosenblumendelle) BUESHR W 
spatial_2393,spatial_3014,spatial_2393,spatial_3014,380.0,1,3,1,0,1,1,,0.0,0.5,[3],,Buescherhof - Nordlicht ESSEN W 
spatial_2394,spatial_3014,spatial_2394,spatial_3014,380.0,1,3,1,0,1,1,,0.0,0.3,[3],,Kusenhorst - Rosenblumendelle KUSENH 
spatial_2487,spatial_2495,spatial_2487,spatial_2495,380.0,1,3,1,0,2,2,,-1.0,19.9,[3],,Y-Sechtem (-Oberzier - Paffendorf) SECHTM S ; Y-Sechtem (-Oberzier - Paffendorf) SECHTM N 
spatial_2529,spatial_36301,spatial_2529,spatial_36301,380.0,2,3,1,0,2,2,,-1.0,19.7,"[3, 3]",,Y-St Peter (-Ohligs - Mettmann) OERKHS W; Opladen - St. Peter RHFELD 
spatial_2833,spatial_38723,spatial_2833,spatial_38723,220.0,2,3,1,0,0,0,,,37.1,"[3, 3]",,
spatial_2893,spatial_2913,spatial_2893,spatial_2913,220.0,1,3,1,0,2,2,,-1.0,9.4,[3],,Kusenhorst - Poeppinghausen HOCHLR O ; Y-Kusenhorst (-Bochum - Poeppinghausen) HOCHLR W 
spatial_2898,spatial_2913,spatial_2898,spatial_2913,220.0,2,3,1,0,1,1,,0.0,12.1,"[3, 3]",,Y-Bochum (-Kusenhorst - Poeppinghausen) HOCHLR W 
spatial_2898,spatial_3475,spatial_2898,spatial_3475,220.0,2,3,1,0,1,1,,0.0,8.7,"[3, 3]",,Bochum - Eiberg BOCHUM W 
spatial_2898,spatial_39001,spatial_2898,spatial_39001,220.0,2,3,1,0,2,2,,-1.0,6.2,"[3, 3]",,Bochum - Eiberg BOCHUM W ; Y-Bochum (-Kusenhorst - Poeppinghausen) HOCHLR W 
spatial_3009,spatial_3011,spatial_3009,spatial_3011,380.0,2,3,1,0,2,2,,-1.0,10.8,"[3, 3]",,Buescherhof - Nordlicht ESSEN W ; Kusenhorst - Rosenblumendelle KUSENH 
spatial_3011,spatial_3012,spatial_3011,spatial_3012,380.0,1,3,1,0,2,2,,-1.0,1.1,[3],,Buescherhof - Nordlicht ESSEN W ; Kusenhorst - Rosenblumendelle KUSENH 
spatial_3011,spatial_39924,spatial_3011,spatial_39924,380.0,1,3,1,0,0,0,,,0.9,[3],,
spatial_3012,spatial_3014,spatial_3012,spatial_3014,380.0,1,3,1,0,2,2,,-1.0,0.9,[3],,Buescherhof - Nordlicht ESSEN W ; Kusenhorst - Rosenblumendelle KUSENH 
spatial_3012,spatial_39924,spatial_3012,spatial_39924,380.0,1,3,1,0,0,0,,,0.3,[3],,
spatial_3032,spatial_3034,spatial_3032,spatial_3034,220.0,1,3,1,0,1,1,,0.0,7.6,[3],,Eller - Opladen ELLER O
spatial_3034,spatial_3039,spatial_3034,spatial_3039,220.0,1,3,1,0,1,1,,0.0,39.6,[3],,Eiberg - Garenfeld HERDEK N
spatial_3079,spatial_3084,spatial_3079,spatial_3084,380.0,2,3,1,0,2,2,,-1.0,8.7,"[3, 3]",,Eiberg - Huellen HUELLN W ; Eiberg - Hattingen WEITMR W 
spatial_3079,spatial_39002,spatial_3079,spatial_39002,380.0,1,3,1,0,1,1,,0.0,3.3,[3],,Eiberg - Hattingen WEITMR W 
spatial_3260,spatial_37921,spatial_3260,spatial_37921,220.0,1,3,1,0,3,3,,-2.0,30.5,[3],,Y-Opladen (-Altenkleusheim - Garenfeld) BIGGE W ; Y-Opladen (-Altenkleusheim - Bixterheide) BIGGE O ; Eiberg - Garenfeld HERDEK N
spatial_3278,spatial_3282,spatial_3278,spatial_3282,380.0,1,3,1,0,2,2,,-1.0,0.4,[3],,Y-Kruckel (-Lippborg - Uentrop) HAARST O ; Geithe - Unna HAARST W 
spatial_3282,spatial_3284,spatial_3282,spatial_3284,380.0,1,3,1,0,2,2,,-1.0,24.4,[3],,Y-Kruckel (-Lippborg - Uentrop) HAARST O ; Geithe - Unna HAARST W 
spatial_3284,spatial_36663,spatial_3284,spatial_36663,380.0,1,3,1,0,2,2,,-1.0,16.3,[3],,Y-Kruckel (-Lippborg - Uentrop) HAARST O ; Kruckel - Unna SHWERT N 
spatial_3483,spatial_38471,spatial_3483,spatial_38471,380.0,2,3,1,0,0,0,,,7.3,"[3, 3]",,
spatial_34868,spatial_36420,spatial_34868,spatial_36420,220.0,1,3,1,0,0,0,,,6.7,[3],,
spatial_34869,spatial_36421,spatial_34869,spatial_36421,380.0,1,3,1,0,2,2,,-1.0,6.4,[3],,Bischofsheim - Kelsterbach KELSTB N ; Kelsterbach - Kriftel TREBUR N 
spatial_34869,spatial_9396,spatial_34869,spatial_9396,380.0,2,3,1,0,1,1,,0.0,74.0,"[3, 3]",,Kriftel - Limburg HESSEN O 
spatial_34911,spatial_35793,spatial_34911,spatial_35793,380.0,1,3,1,0,0,0,,,3.9,[3],,
spatial_35113,spatial_38972,spatial_35113,spatial_38972,220.0,1,3,1,0,0,0,,,4.0,[3],,
spatial_35113,spatial_8970,spatial_35113,spatial_8970,220.0,1,3,1,0,0,0,,,5.7,[3],,
spatial_35136,spatial_39912,spatial_35136,spatial_39912,380.0,2,3,1,0,2,2,,-1.0,5.4,"[3, 3]",,Hoheneck - Pulverdingen ws; Muehlhausen - Pulverdingen bl
spatial_35136,spatial_40346,spatial_35136,spatial_40346,380.0,1,3,1,0,0,0,,,30.4,[3],,
